,Unnamed: 0,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
39358,39358,69,30,184,3,0,1,0,0,0,0,0,1,0
44540,44540,69,1,364,11,0,0,0,1,0,0,0,1,0
25160,25160,69,2,88,40,0,1,0,0,0,0,0,1,0
12864,12864,69,2,0,56,0,1,0,0,0,0,0,1,0
14115,14115,69,1,0,4,0,0,1,0,0,0,0,1,0
22209,22209,69,3,41,92,0,0,1,0,0,0,0,1,0
10420,10420,69,2,68,80,0,0,0,1,0,0,0,1,0
2793,2793,69,1,295,155,0,1,0,0,0,0,0,1,0
22318,22318,69,2,0,1,0,1,0,0,0,0,0,1,0
5466,5466,69,1,80,130,0,1,0,0,0,0,0,1,0
28745,28745,69,1,79,117,0,0,0,1,0,0,0,1,0
47191,47191,69,5,0,1,0,0,1,0,0,0,0,1,0
12841,12841,69,3,95,37,0,1,0,0,0,1,0,0,0
25468,25468,69,3,41,16,0,1,0,0,0,0,0,1,0
11283,11283,69,2,289,86,0,1,0,0,0,0,0,1,0
12836,12836,69,1,276,103,0,0,0,1,0,1,0,0,0
31039,31039,69,3,0,97,0,1,0,0,0,0,0,1,0
27231,27231,69,2,242,24,0,1,0,0,0,0,0,1,0
27227,27227,69,5,173,15,0,0,0,1,0,0,0,1,0
43307,43307,69,2,68,22,0,1,0,0,0,0,0,1,0
5405,5405,69,1,0,345,0,0,1,0,0,0,0,1,0
8124,8124,69,1,0,0,0,1,0,0,0,0,0,1,0
45740,45740,69,2,59,12,0,1,0,0,0,0,0,1,0
33289,33289,69,2,68,70,0,0,0,1,0,1,0,0,0
22224,22224,69,3,62,76,0,0,1,0,0,0,0,1,0
1604,1604,69,4,48,12,0,0,1,0,0,0,0,1,0
20952,20952,69,15,0,0,0,1,0,0,0,0,0,1,0
42758,42758,69,3,331,0,0,0,0,1,0,0,0,1,0
29939,29939,69,1,361,73,0,0,1,0,0,0,0,0,1
30466,30466,69,2,0,0,0,0,1,0,0,0,0,1,0
46511,46511,69,5,364,0,0,1,0,0,0,0,0,1,0
24225,24225,69,2,145,203,0,0,0,1,0,1,0,0,0
33545,33545,69,1,334,50,0,0,1,0,0,0,0,0,1
7886,7886,69,1,0,14,0,0,0,1,0,0,0,1,0
15438,15438,69,4,0,0,0,0,0,1,0,1,0,0,0
25640,25640,69,5,0,0,0,0,1,0,0,0,0,1,0
34469,34469,69,5,305,8,0,0,0,1,0,0,0,1,0
13124,13124,69,90,0,43,0,1,0,0,0,1,0,0,0
29887,29887,69,2,68,53,0,1,0,0,0,0,0,1,0
26096,26096,69,1,359,34,1,0,0,0,0,0,0,1,0
39738,39738,69,4,0,4,0,1,0,0,0,0,0,1,0
16050,16050,69,1,0,1,0,0,1,0,0,0,0,1,0
3843,3843,69,5,0,6,0,1,0,0,0,0,0,1,0
5556,5556,69,1,0,33,0,1,0,0,0,0,0,1,0
49639,49639,69,2,247,1,0,0,1,0,0,0,0,1,0
19447,19447,69,2,175,51,0,0,1,0,0,0,0,1,0
20169,20169,69,4,0,0,0,0,0,1,0,1,0,0,0
7971,7971,69,30,354,55,0,1,0,0,0,0,0,1,0
14088,14088,69,7,0,7,0,0,1,0,0,0,0,1,0
27190,27190,69,4,341,2,0,1,0,0,0,0,0,1,0
30981,30981,69,2,64,89,0,1,0,0,0,0,0,1,0
1797,1797,69,6,151,52,0,1,0,0,0,0,0,1,0
20158,20158,69,5,204,35,0,0,1,0,0,0,0,1,0
41679,41679,69,1,74,12,0,1,0,0,0,0,0,1,0
44158,44158,69,1,365,3,0,0,0,0,1,0,0,1,0
1618,1618,69,7,147,49,0,0,1,0,0,0,0,1,0
295,295,69,2,0,244,0,1,0,0,0,0,0,1,0
10170,10170,69,5,0,9,0,1,0,0,0,1,0,0,0
19525,19525,69,2,0,10,0,1,0,0,0,0,0,1,0
32575,32575,69,2,360,27,0,1,0,0,0,0,0,1,0
50,50,69,2,1,311,0,0,1,0,0,0,0,1,0
21562,21562,69,3,0,0,0,0,1,0,0,0,0,1,0
38067,38067,69,3,0,5,0,0,1,0,0,0,0,1,0
43508,43508,69,1,365,10,0,0,0,0,1,0,0,1,0
26233,26233,69,2,0,0,0,0,1,0,0,0,0,1,0
16261,16261,69,4,0,0,0,0,1,0,0,0,0,1,0
17678,17678,69,1,72,131,0,0,1,0,0,1,0,0,0
33373,33373,69,5,0,4,0,1,0,0,0,0,0,1,0
27459,27459,69,1,359,4,0,0,1,0,0,0,0,1,0
136,136,69,2,0,34,0,0,1,0,0,0,0,1,0
27885,27885,69,2,38,64,0,0,1,0,0,0,0,1,0
47622,47622,69,1,37,2,0,0,0,1,0,0,0,1,0
34404,34404,69,1,63,9,0,1,0,0,0,0,0,1,0
408,408,69,1,344,219,1,0,0,0,0,1,0,0,0
27458,27458,69,2,0,5,0,0,1,0,0,0,0,1,0
21427,21427,69,1,0,3,0,0,0,1,0,0,0,1,0
8833,8833,69,30,167,7,0,0,1,0,0,1,0,0,0
34319,34319,69,2,2,1,0,0,0,1,0,0,0,1,0
25305,25305,69,1,62,67,0,0,1,0,0,0,0,1,0
4458,4458,69,3,257,23,0,0,1,0,0,0,0,1,0
16433,16433,69,2,32,65,0,1,0,0,0,0,0,1,0
3215,3215,69,2,357,70,0,1,0,0,0,0,0,1,0
15220,15220,69,2,352,144,0,1,0,0,0,0,0,1,0
320,320,69,1,356,127,0,0,1,0,0,0,0,1,0
39886,39886,69,2,75,29,0,0,0,1,0,1,0,0,0
2286,2286,69,3,11,26,0,1,0,0,0,0,0,1,0
3164,3164,69,6,178,45,0,0,1,0,0,0,0,1,0
9459,9459,69,1,0,0,0,1,0,0,0,0,0,1,0
1247,1247,69,40,351,23,0,0,0,1,0,0,0,1,0
16234,16234,69,3,0,1,0,0,1,0,0,0,0,1,0
6562,6562,69,5,0,26,0,0,1,0,0,0,0,1,0
4853,4853,69,2,302,193,0,0,1,0,0,0,0,1,0
4397,4397,69,2,121,25,0,1,0,0,0,0,0,1,0
143,143,69,4,70,211,0,1,0,0,0,0,0,1,0
9072,9072,69,1,0,1,0,0,1,0,0,0,0,1,0
39873,39873,69,3,126,1,0,1,0,0,0,0,0,1,0
36293,36293,69,2,0,34,0,1,0,0,0,0,0,1,0
18452,18452,69,4,163,173,0,0,1,0,0,0,0,1,0
28659,28659,69,1,105,32,0,1,0,0,0,0,0,1,0
48134,48134,69,2,0,0,0,1,0,0,0,0,0,1,0
12322,12322,69,2,0,1,0,1,0,0,0,0,0,1,0
20576,20576,69,1,365,24,0,1,0,0,0,0,0,1,0
35284,35284,69,2,85,16,0,0,1,0,0,0,0,0,1
9585,9585,69,1,0,0,0,1,0,0,0,0,0,1,0
9224,9224,69,2,10,203,0,1,0,0,0,0,0,1,0
45436,45436,69,1,0,7,0,0,0,0,1,0,0,1,0
16356,16356,69,2,1,136,0,1,0,0,0,1,0,0,0
17674,17674,69,2,0,111,0,0,1,0,0,0,0,1,0
1189,1189,69,4,90,19,0,1,0,0,0,0,0,1,0
19657,19657,69,1,0,7,0,1,0,0,0,1,0,0,0
10800,10800,69,45,0,1,0,1,0,0,0,1,0,0,0
7100,7100,69,4,59,152,0,0,0,1,0,0,0,1,0
45256,45256,69,1,98,11,0,0,0,1,0,1,0,0,0
18731,18731,69,7,0,0,0,0,0,1,0,0,0,1,0
37001,37001,69,2,69,17,0,1,0,0,0,0,0,1,0
36424,36424,69,2,277,46,0,0,0,0,1,1,0,0,0
41383,41383,69,1,68,29,0,0,0,1,0,0,0,0,1
4617,4617,69,60,87,9,0,0,1,0,0,0,0,1,0
4594,4594,69,2,0,263,0,0,1,0,0,0,0,1,0
11423,11423,69,1,0,30,0,1,0,0,0,0,0,1,0
2033,2033,69,5,278,10,0,1,0,0,0,0,0,1,0
15179,15179,69,2,0,113,0,1,0,0,0,0,0,1,0
16797,16797,69,60,0,6,0,0,0,1,0,0,0,1,0
42202,42202,69,2,181,4,0,1,0,0,0,0,0,1,0
9529,9529,69,7,0,3,0,1,0,0,0,0,0,1,0
24090,24090,69,2,23,25,0,0,1,0,0,0,0,1,0
6818,6818,69,1,0,218,0,1,0,0,0,0,0,1,0
23521,23521,69,1,0,16,0,0,1,0,0,0,0,1,0
3310,3310,69,60,86,43,0,0,1,0,0,0,0,1,0
3568,3568,69,2,338,10,0,1,0,0,0,1,0,0,0
6939,6939,69,15,308,21,0,1,0,0,0,0,0,1,0
10049,10049,69,3,1,13,0,1,0,0,0,0,0,1,0
21522,21522,69,5,257,18,0,0,0,1,0,0,0,1,0
6384,6384,69,4,0,0,0,1,0,0,0,0,0,1,0
32082,32082,69,3,354,9,1,0,0,0,0,0,0,1,0
44109,44109,69,30,364,1,0,0,1,0,0,0,0,1,0
27452,27452,69,4,235,21,0,1,0,0,0,0,0,1,0
36525,36525,69,1,220,47,0,0,0,1,0,1,0,0,0
22956,22956,69,4,0,2,0,0,1,0,0,0,0,1,0
32714,32714,69,1,135,33,0,1,0,0,0,0,0,1,0
26539,26539,69,1,0,96,0,0,1,0,0,0,0,1,0
35721,35721,69,2,5,39,1,0,0,0,0,1,0,0,0
19523,19523,69,4,0,0,0,0,1,0,0,0,0,1,0
4460,4460,69,2,339,80,0,0,1,0,0,0,0,1,0
9165,9165,69,3,335,38,0,0,1,0,0,0,0,1,0
4744,4744,69,3,0,188,0,0,1,0,0,0,0,1,0
37649,37649,69,2,0,4,0,1,0,0,0,1,0,0,0
42972,42972,69,1,0,0,0,0,0,1,0,0,0,1,0
44304,44304,69,3,44,20,0,0,1,0,0,0,0,1,0
40144,40144,69,5,192,14,1,0,0,0,0,1,0,0,0
4727,4727,69,2,225,58,0,1,0,0,0,0,0,1,0
15672,15672,69,4,0,5,0,1,0,0,0,1,0,0,0
36114,36114,69,2,360,0,0,0,1,0,0,0,0,1,0
20800,20800,69,3,19,25,0,1,0,0,0,1,0,0,0
4692,4692,69,1,0,4,0,1,0,0,0,0,0,1,0
35741,35741,69,2,0,28,0,1,0,0,0,0,0,1,0
41549,41549,69,7,277,5,1,0,0,0,0,1,0,0,0
611,611,69,2,363,5,0,1,0,0,0,0,0,1,0
1142,1142,69,4,0,5,0,0,0,1,0,1,0,0,0
13554,13554,69,13,0,1,0,1,0,0,0,1,0,0,0
44201,44201,69,3,48,23,0,0,1,0,0,0,0,1,0
24098,24098,69,2,354,10,0,0,1,0,0,0,0,1,0
25392,25392,69,2,0,5,0,1,0,0,0,0,0,1,0
17092,17092,69,1,0,4,0,0,1,0,0,0,0,1,0
19740,19740,69,2,0,2,0,0,1,0,0,1,0,0,0
4697,4697,69,2,0,11,0,1,0,0,0,0,0,1,0
27423,27423,69,14,340,7,0,1,0,0,0,0,0,1,0
2045,2045,69,28,365,13,0,0,0,1,0,0,0,1,0
24374,24374,69,2,345,57,0,1,0,0,0,0,0,1,0
16827,16827,69,2,138,208,0,0,0,1,0,1,0,0,0
32232,32232,69,1,0,13,0,1,0,0,0,0,0,1,0
32007,32007,69,2,0,10,0,0,1,0,0,0,0,1,0
12118,12118,69,2,0,0,0,1,0,0,0,0,0,1,0
27466,27466,69,5,346,8,0,0,1,0,0,0,0,1,0
23244,23244,69,2,0,51,0,0,0,1,0,1,0,0,0
46783,46783,69,2,361,1,0,1,0,0,0,0,0,1,0
46782,46782,69,2,365,2,0,1,0,0,0,0,0,1,0
22362,22362,69,2,61,75,0,1,0,0,0,0,0,1,0
30677,30677,69,1,150,99,0,0,1,0,0,0,0,1,0
15882,15882,69,3,0,0,0,0,1,0,0,0,0,1,0
17771,17771,69,2,357,61,0,0,0,0,1,0,0,1,0
47417,47417,69,1,356,1,0,0,1,0,0,0,0,1,0
555,555,69,1,0,66,0,0,1,0,0,0,0,1,0
50288,50288,69,1,357,1,0,0,1,0,0,0,0,1,0
40399,40399,69,1,358,23,0,0,0,1,0,0,0,1,0
22085,22085,69,1,49,82,0,0,0,1,0,0,0,1,0
27835,27835,69,3,0,7,0,1,0,0,0,1,0,0,0
49811,49811,69,1,357,7,0,0,1,0,0,0,0,1,0
39393,39393,69,2,168,21,0,1,0,0,0,0,0,1,0
33002,33002,69,2,0,3,0,0,0,1,0,0,0,1,0
13393,13393,69,2,359,132,0,0,1,0,0,0,0,1,0
38051,38051,69,4,0,0,0,0,0,1,0,1,0,0,0
12661,12661,69,1,0,0,0,0,0,1,0,0,0,1,0
16540,16540,69,5,340,61,0,1,0,0,0,0,0,1,0
20697,20697,69,2,0,2,0,0,0,1,0,0,0,1,0
12107,12107,69,4,0,107,0,0,1,0,0,0,0,1,0
5189,5189,69,4,346,27,0,0,0,1,0,0,0,1,0
19567,19567,69,1,0,0,0,0,0,1,0,0,0,1,0
7226,7226,69,3,64,141,0,1,0,0,0,0,0,1,0
12691,12691,69,1,351,128,0,0,1,0,0,0,0,1,0
24162,24162,69,2,49,15,0,0,1,0,0,0,0,1,0
7225,7225,69,2,53,167,0,1,0,0,0,0,0,1,0
23810,23810,69,4,47,8,0,1,0,0,0,0,0,1,0
9394,9394,69,2,0,1,0,0,1,0,0,0,0,1,0
43656,43656,69,1,365,11,0,0,0,1,0,0,0,1,0
24157,24157,69,2,360,2,0,0,1,0,0,0,0,1,0
11385,11385,69,1,0,1,0,0,1,0,0,1,0,0,0
30204,30204,69,1,313,33,0,0,1,0,0,0,0,0,1
34818,34818,69,1,166,39,0,1,0,0,0,0,0,1,0
22931,22931,69,1,0,17,0,0,1,0,0,0,0,1,0
16882,16882,69,1,0,74,0,0,1,0,0,0,0,1,0
3639,3639,69,2,159,8,0,0,1,0,0,0,0,1,0
16586,16586,69,15,56,25,0,0,1,0,0,0,0,1,0
1377,1377,69,1,365,34,0,0,0,1,0,0,0,1,0
46293,46293,69,1,164,5,0,0,0,0,1,1,0,0,0
29210,29210,69,2,0,68,0,0,1,0,0,0,0,1,0
3086,3086,69,2,340,154,1,0,0,0,0,0,0,1,0
4331,4331,69,5,0,2,0,0,1,0,0,0,0,1,0
14740,14740,69,2,0,0,0,0,1,0,0,0,0,1,0
45496,45496,69,2,336,7,0,0,1,0,0,1,0,0,0
38881,38881,69,2,7,14,0,0,1,0,0,0,0,1,0
6495,6495,69,2,308,95,0,0,1,0,0,0,0,1,0
15876,15876,69,1,0,0,0,1,0,0,0,0,0,1,0
23497,23497,69,1,0,7,0,1,0,0,0,0,0,1,0
19503,19503,69,1,0,0,0,1,0,0,0,1,0,0,0
41190,41190,69,5,0,17,0,1,0,0,0,0,0,1,0
23996,23996,69,1,86,102,0,1,0,0,0,0,0,1,0
37744,37744,69,1,303,68,0,1,0,0,0,1,0,0,0
25916,25916,69,1,0,85,0,0,1,0,0,0,0,1,0
37353,37353,69,1,360,1,0,0,1,0,0,0,0,1,0
16376,16376,69,1,125,10,0,0,1,0,0,0,0,1,0
4005,4005,69,3,53,88,0,0,0,1,0,1,0,0,0
49853,49853,69,1,362,1,0,0,1,0,0,0,0,1,0
9621,9621,69,3,211,27,0,0,0,0,1,0,0,1,0
8710,8710,69,1,0,0,0,0,0,1,0,0,0,1,0
31566,31566,69,2,37,14,0,1,0,0,0,0,0,1,0
27140,27140,69,2,93,28,0,1,0,0,0,0,0,1,0
19614,19614,69,2,156,110,0,1,0,0,0,0,0,1,0
27598,27598,69,3,1,109,0,1,0,0,0,1,0,0,0
19869,19869,69,2,0,70,0,0,1,0,0,0,0,1,0
47435,47435,69,1,357,8,0,0,1,0,0,0,0,1,0
25019,25019,69,4,0,7,0,1,0,0,0,1,0,0,0
28489,28489,69,3,178,87,0,1,0,0,0,1,0,0,0
12221,12221,69,3,0,0,0,1,0,0,0,0,0,1,0
23289,23289,69,20,0,3,0,0,1,0,0,0,0,1,0
11464,11464,69,10,341,11,0,1,0,0,0,1,0,0,0
42248,42248,69,1,69,18,0,1,0,0,0,0,0,1,0
15272,15272,69,90,365,0,0,1,0,0,0,0,0,1,0
16365,16365,69,1,180,62,0,0,0,1,0,0,0,1,0
40178,40178,70,4,0,0,0,1,0,0,0,0,0,1,0
40650,40650,70,1,56,16,0,1,0,0,0,0,0,1,0
16683,16683,70,2,0,3,0,1,0,0,0,0,0,1,0
39445,39445,70,93,173,0,1,0,0,0,0,1,0,0,0
6411,6411,70,1,0,1,0,0,1,0,0,1,0,0,0
28649,28649,70,1,0,2,0,1,0,0,0,1,0,0,0
13895,13895,70,7,0,1,0,1,0,0,0,1,0,0,0
23756,23756,70,1,0,0,0,1,0,0,0,0,0,1,0
32419,32419,70,4,147,43,0,0,1,0,0,0,0,1,0
2228,2228,70,6,0,20,0,0,1,0,0,1,0,0,0
26620,26620,70,3,0,0,0,0,1,0,0,0,0,1,0
32596,32596,70,1,88,1,0,0,1,0,0,0,0,1,0
16692,16692,70,1,51,273,0,0,1,0,0,0,0,0,1
20736,20736,70,2,364,22,0,0,0,1,0,0,0,1,0
18052,18052,70,1,11,29,0,0,0,1,0,0,0,1,0
44512,44512,70,30,353,0,0,0,1,0,0,0,0,1,0
22416,22416,70,4,0,0,0,1,0,0,0,0,0,1,0
2283,2283,70,3,0,12,0,1,0,0,0,0,0,1,0
22456,22456,70,4,0,11,0,0,1,0,0,0,0,1,0
20979,20979,70,28,333,17,0,1,0,0,0,0,0,1,0
20975,20975,70,13,0,8,0,1,0,0,0,1,0,0,0
25650,25650,70,1,365,8,1,0,0,0,0,0,0,1,0
5907,5907,70,1,0,0,0,1,0,0,0,0,0,1,0
13619,13619,70,1,0,0,0,1,0,0,0,0,0,1,0
35058,35058,70,1,0,7,0,0,1,0,0,0,0,1,0
50415,50415,70,2,88,0,0,1,0,0,0,0,0,1,0
46623,46623,70,1,146,13,0,1,0,0,0,1,0,0,0
46923,46923,70,1,362,7,0,1,0,0,0,0,0,1,0
30538,30538,70,7,0,1,0,0,0,1,0,0,0,1,0
42986,42986,70,1,29,1,0,1,0,0,0,0,0,1,0
24381,24381,70,4,88,0,0,1,0,0,0,0,0,1,0
26616,26616,70,4,0,1,0,0,1,0,0,0,0,0,1
22301,22301,70,1,365,22,0,0,0,1,0,0,0,1,0
6414,6414,70,1,0,0,0,0,0,1,0,0,0,1,0
13604,13604,70,1,0,0,0,1,0,0,0,1,0,0,0
6494,6494,70,2,243,206,0,0,0,0,1,1,0,0,0
6515,6515,70,1,64,73,0,1,0,0,0,0,0,1,0
26609,26609,70,4,0,1,0,0,0,1,0,1,0,0,0
22434,22434,70,3,9,49,0,1,0,0,0,0,0,1,0
30514,30514,70,5,0,2,0,1,0,0,0,0,0,1,0
22457,22457,70,5,0,1,0,1,0,0,0,1,0,0,0
30785,30785,70,1,158,1,0,0,0,1,0,0,0,1,0
36566,36566,70,2,0,24,0,1,0,0,0,0,0,1,0
15520,15520,70,3,0,2,0,1,0,0,0,0,0,1,0
20977,20977,70,20,0,17,0,0,1,0,0,1,0,0,0
27323,27323,70,2,0,15,0,1,0,0,0,0,0,1,0
36280,36280,70,1,0,6,0,0,1,0,0,0,0,1,0
13914,13914,70,1,74,183,0,0,1,0,0,1,0,0,0
28646,28646,70,2,0,9,0,1,0,0,0,0,0,1,0
6464,6464,70,6,10,67,0,0,0,1,0,0,0,1,0
40315,40315,70,5,7,0,0,1,0,0,0,1,0,0,0
33503,33503,70,2,363,22,0,1,0,0,0,0,0,1,0
30751,30751,70,1,0,11,0,1,0,0,0,0,0,1,0
18008,18008,70,7,241,21,0,1,0,0,0,0,0,1,0
18010,18010,70,1,141,102,0,0,0,1,0,0,0,1,0
46766,46766,70,1,176,10,1,0,0,0,0,0,0,1,0
34992,34992,70,1,0,6,0,0,1,0,0,1,0,0,0
23753,23753,70,1,0,11,0,1,0,0,0,0,0,1,0
13732,13732,70,1,0,0,0,0,1,0,0,0,0,1,0
20706,20706,70,7,0,14,0,0,0,1,0,0,0,1,0
38759,38759,70,5,0,0,0,1,0,0,0,0,0,1,0
6205,6205,70,20,46,31,0,0,1,0,0,0,0,1,0
6073,6073,70,4,0,8,0,1,0,0,0,1,0,0,0
26654,26654,70,1,349,31,0,1,0,0,0,0,0,1,0
42869,42869,70,1,20,4,0,0,1,0,0,0,0,1,0
27369,27369,70,15,0,0,0,0,1,0,0,0,0,1,0
6067,6067,70,2,0,3,0,1,0,0,0,0,0,1,0
6063,6063,70,5,0,0,0,0,0,1,0,0,0,1,0
34148,34148,70,2,6,26,0,1,0,0,0,1,0,0,0
11649,11649,70,1,0,0,0,1,0,0,0,1,0,0,0
30713,30713,70,3,0,18,0,1,0,0,0,0,0,1,0
6055,6055,70,3,271,87,0,0,0,1,0,0,0,1,0
37165,37165,70,2,365,5,1,0,0,0,0,0,0,1,0
22372,22372,70,2,0,3,0,1,0,0,0,0,0,1,0
35093,35093,70,3,0,0,0,0,1,0,0,0,0,1,0
30484,30484,70,2,163,30,0,0,0,1,0,0,0,1,0
23691,23691,70,3,0,13,0,1,0,0,0,1,0,0,0
6046,6046,70,2,0,0,0,1,0,0,0,0,0,1,0
32446,32446,70,2,0,1,0,1,0,0,0,0,0,1,0
13536,13536,70,2,191,132,0,0,1,0,0,0,0,1,0
50421,50421,70,2,12,0,0,1,0,0,0,0,0,1,0
46825,46825,70,1,0,0,0,1,0,0,0,0,0,1,0
23750,23750,70,4,0,0,0,1,0,0,0,0,0,1,0
33501,33501,70,2,355,31,0,1,0,0,0,0,0,1,0
35000,35000,70,4,320,18,0,1,0,0,0,0,0,1,0
342,342,70,3,364,14,0,0,0,1,0,0,0,1,0
49146,49146,70,45,81,0,0,0,1,0,0,0,0,1,0
22338,22338,70,30,126,11,0,0,0,1,0,1,0,0,0
2475,2475,70,5,306,75,0,0,0,1,0,1,0,0,0
6147,6147,70,1,0,0,0,0,1,0,0,0,0,1,0
6588,6588,70,1,0,0,0,1,0,0,0,0,0,1,0
24312,24312,70,2,0,7,0,1,0,0,0,0,0,1,0
24313,24313,70,1,0,4,0,1,0,0,0,0,0,1,0
34159,34159,70,3,365,1,1,0,0,0,0,0,0,1,0
42891,42891,70,1,0,57,0,0,0,1,0,1,0,0,0
23202,23202,70,3,75,14,0,0,1,0,0,0,0,1,0
6152,6152,70,1,0,0,0,1,0,0,0,0,0,1,0
16920,16920,70,1,0,1,0,0,1,0,0,0,0,1,0
25622,25622,70,1,0,0,0,0,0,1,0,1,0,0,0
27395,27395,70,4,0,0,0,1,0,0,0,0,0,1,0
6157,6157,70,2,0,0,0,0,1,0,0,0,0,1,0
6159,6159,70,2,0,273,0,0,1,0,0,0,0,1,0
34998,34998,70,30,0,2,0,1,0,0,0,1,0,0,0
13524,13524,70,1,0,0,0,0,1,0,0,0,0,1,0
46821,46821,70,21,325,0,0,0,1,0,0,0,0,1,0
39391,39391,70,2,0,4,0,1,0,0,0,0,0,1,0
40177,40177,70,5,286,2,0,1,0,0,0,0,0,1,0
26666,26666,70,7,0,2,0,1,0,0,0,0,0,1,0
13743,13743,70,1,63,113,0,0,1,0,0,0,0,0,1
10774,10774,70,4,351,66,0,1,0,0,0,0,0,1,0
15744,15744,70,1,0,4,0,0,1,0,0,0,0,1,0
10731,10731,70,1,0,0,0,1,0,0,0,1,0,0,0
22380,22380,70,5,0,3,0,1,0,0,0,0,0,1,0
30500,30500,70,2,0,2,0,0,1,0,0,0,0,1,0
36125,36125,70,2,63,31,0,1,0,0,0,0,0,1,0
30746,30746,70,7,0,0,0,1,0,0,0,0,0,1,0
5993,5993,70,3,285,135,0,0,1,0,0,0,0,1,0
17316,17316,70,2,40,111,0,1,0,0,0,0,0,1,0
37159,37159,70,1,49,40,0,0,1,0,0,0,0,0,1
46597,46597,70,2,168,4,1,0,0,0,0,1,0,0,0
49204,49204,70,1,179,0,0,1,0,0,0,0,0,1,0
32437,32437,70,1,0,2,0,1,0,0,0,0,0,1,0
6349,6349,70,2,0,15,0,1,0,0,0,1,0,0,0
19090,19090,70,1,114,217,0,0,1,0,0,0,0,1,0
49328,49328,70,3,64,0,0,1,0,0,0,0,0,1,0
13675,13675,70,2,0,28,0,1,0,0,0,0,0,1,0
32538,32538,70,1,76,48,0,1,0,0,0,0,0,1,0
17968,17968,70,1,356,69,0,0,0,0,1,0,0,1,0
23710,23710,70,4,52,48,1,0,0,0,0,0,0,1,0
24401,24401,70,3,0,9,0,0,0,1,0,0,0,1,0
25600,25600,70,1,0,8,1,0,0,0,0,0,0,1,0
32640,32640,70,3,0,8,0,1,0,0,0,0,0,1,0
34127,34127,70,2,149,0,0,0,0,1,0,0,0,1,0
5992,5992,70,14,160,19,0,1,0,0,0,0,0,1,0
6370,6370,70,30,15,18,0,1,0,0,0,0,0,1,0
15652,15652,70,1,0,1,0,1,0,0,0,0,0,1,0
20959,20959,70,1,343,78,0,1,0,0,0,0,0,1,0
6372,6372,70,5,355,7,0,1,0,0,0,0,0,1,0
2158,2158,70,28,365,16,0,0,1,0,0,0,0,1,0
35041,35041,70,2,113,0,0,1,0,0,0,0,0,1,0
22322,22322,70,2,0,1,0,0,1,0,0,0,0,1,0
24353,24353,70,1,0,0,0,0,0,1,0,0,0,1,0
6551,6551,70,2,0,0,0,1,0,0,0,0,0,1,0
15538,15538,70,1,0,4,0,0,1,0,0,0,0,1,0
26676,26676,70,2,125,45,0,1,0,0,0,0,0,1,0
6030,6030,70,2,218,120,0,1,0,0,0,0,0,1,0
34138,34138,70,3,160,34,0,0,1,0,0,0,0,1,0
20822,20822,70,3,365,0,1,0,0,0,0,0,0,1,0
6295,6295,70,2,0,5,0,0,1,0,0,0,0,1,0
13520,13520,70,4,0,0,0,0,0,1,0,1,0,0,0
40328,40328,70,2,60,4,0,1,0,0,0,0,0,1,0
30732,30732,70,1,0,41,0,0,1,0,0,0,0,1,0
6022,6022,70,2,280,68,0,0,1,0,0,0,0,1,0
6020,6020,70,2,0,7,0,0,1,0,0,0,0,1,0
15622,15622,70,3,0,2,0,0,1,0,0,0,0,1,0
36601,36601,70,1,0,3,0,1,0,0,0,0,0,1,0
46589,46589,70,1,63,1,0,1,0,0,0,0,0,1,0
10788,10788,70,3,135,155,0,0,0,1,0,0,0,1,0
46558,46558,70,2,15,4,0,1,0,0,0,0,0,1,0
37318,37318,70,1,168,23,0,0,0,1,0,1,0,0,0
19074,19074,70,2,0,8,0,0,1,0,0,0,0,1,0
6302,6302,70,4,0,6,0,1,0,0,0,0,0,1,0
41925,41925,70,5,3,9,0,0,1,0,0,0,0,1,0
20809,20809,70,1,76,152,0,0,1,0,0,0,0,1,0
41066,41066,70,2,340,25,0,1,0,0,0,0,0,1,0
6320,6320,70,4,356,4,0,1,0,0,0,0,0,1,0
13548,13548,70,1,0,0,0,1,0,0,0,0,0,1,0
13512,13512,70,1,0,0,0,0,1,0,0,0,0,1,0
22317,22317,70,1,0,6,0,1,0,0,0,0,0,1,0
39458,39458,70,4,30,6,0,1,0,0,0,0,0,1,0
9857,9857,70,2,345,78,0,1,0,0,0,0,0,1,0
34848,34848,70,5,0,3,0,0,1,0,0,0,0,1,0
33535,33535,70,2,139,50,0,1,0,0,0,0,0,1,0
17686,17686,70,1,342,131,0,1,0,0,0,0,0,1,0
17478,17478,70,30,0,6,0,1,0,0,0,0,0,1,0
44282,44282,70,7,139,6,0,0,0,1,0,0,0,1,0
48565,48565,70,1,163,3,0,0,1,0,0,0,0,1,0
48566,48566,70,1,154,4,0,0,1,0,0,0,0,1,0
114,114,70,3,260,63,0,1,0,0,0,0,0,1,0
21979,21979,70,1,78,38,0,0,0,1,0,0,0,1,0
15150,15150,70,10,70,5,0,0,1,0,0,0,0,1,0
25229,25229,70,1,243,41,0,0,0,1,0,1,0,0,0
4530,4530,70,7,0,1,0,0,1,0,0,1,0,0,0
47799,47799,70,1,14,8,0,1,0,0,0,1,0,0,0
