,Unnamed: 0,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
25038,25038,90,1,0,0,0,0,1,0,0,0,0,1,0
44637,44637,90,2,346,9,0,1,0,0,0,0,0,1,0
44153,44153,90,1,84,12,0,0,0,1,0,1,0,0,0
25035,25035,90,3,70,18,0,1,0,0,0,0,0,1,0
11315,11315,90,2,0,2,0,1,0,0,0,1,0,0,0
25084,25084,90,1,152,24,0,1,0,0,0,1,0,0,0
8707,8707,90,5,309,10,0,1,0,0,0,1,0,0,0
44601,44601,90,4,11,3,0,1,0,0,0,1,0,0,0
24771,24771,90,5,0,5,0,0,0,1,0,1,0,0,0
11380,11380,90,5,0,0,0,0,1,0,0,0,0,1,0
11416,11416,90,2,343,77,0,0,1,0,0,0,0,1,0
44635,44635,90,2,360,10,0,1,0,0,0,0,0,1,0
10055,10055,90,5,44,100,0,0,1,0,0,0,0,1,0
29562,29562,90,2,50,99,0,1,0,0,0,0,0,1,0
10207,10207,90,2,0,2,0,0,1,0,0,0,0,1,0
7518,7518,90,59,0,28,0,1,0,0,0,1,0,0,0
11395,11395,90,30,33,5,0,1,0,0,0,0,0,1,0
11450,11450,90,1,0,0,0,0,1,0,0,0,0,1,0
28753,28753,90,7,0,18,0,1,0,0,0,1,0,0,0
44640,44640,90,2,344,7,0,1,0,0,0,0,0,1,0
43651,43651,90,14,63,1,0,0,1,0,0,0,0,1,0
30100,30100,90,2,83,3,0,1,0,0,0,0,0,1,0
11365,11365,90,7,0,6,0,1,0,0,0,1,0,0,0
12173,12173,90,5,0,4,0,0,1,0,0,1,0,0,0
18823,18823,90,1,0,0,0,1,0,0,0,0,0,1,0
19296,19296,90,2,0,3,0,0,1,0,0,0,0,1,0
19831,19831,90,1,200,236,0,0,1,0,0,0,0,1,0
10387,10387,90,1,0,0,0,1,0,0,0,0,0,1,0
44671,44671,90,2,49,8,0,1,0,0,0,1,0,0,0
8682,8682,90,1,0,1,0,0,1,0,0,0,0,1,0
19329,19329,90,5,21,36,0,1,0,0,0,0,0,1,0
44121,44121,90,4,289,14,0,1,0,0,0,1,0,0,0
44686,44686,90,3,75,6,0,0,1,0,0,0,0,1,0
7536,7536,90,1,0,0,0,0,1,0,0,0,0,1,0
10492,10492,90,3,0,1,0,0,0,1,0,0,0,1,0
7534,7534,90,7,0,0,0,0,1,0,0,0,0,1,0
43681,43681,90,1,353,20,1,0,0,0,0,0,0,1,0
25288,25288,90,6,0,0,0,0,0,1,0,1,0,0,0
8716,8716,90,1,0,0,0,0,1,0,0,0,0,1,0
7529,7529,90,4,0,61,0,1,0,0,0,1,0,0,0
7441,7441,90,3,80,156,0,0,1,0,0,1,0,0,0
19837,19837,90,6,13,15,0,0,0,1,0,1,0,0,0
28872,28872,90,5,0,2,0,0,0,1,0,1,0,0,0
25100,25100,90,5,0,0,0,0,0,1,0,1,0,0,0
28698,28698,90,3,97,83,0,1,0,0,0,0,0,1,0
45479,45479,90,1,0,19,0,0,0,1,0,1,0,0,0
44660,44660,90,3,51,7,0,0,1,0,0,0,0,1,0
35644,35644,90,2,0,12,0,1,0,0,0,0,0,1,0
10336,10336,90,2,0,67,0,0,1,0,0,0,0,1,0
10404,10404,90,1,0,0,0,1,0,0,0,0,0,1,0
44622,44622,90,2,310,7,0,0,1,0,0,1,0,0,0
12166,12166,90,5,0,40,0,0,1,0,0,0,0,1,0
28783,28783,90,1,0,24,0,1,0,0,0,0,0,1,0
20380,20380,90,2,0,3,0,0,1,0,0,0,0,1,0
24564,24564,90,3,0,2,0,0,1,0,0,0,0,1,0
20349,20349,90,7,0,12,0,0,1,0,0,0,0,1,0
10321,10321,90,1,0,1,0,1,0,0,0,0,0,1,0
10041,10041,90,1,0,1,0,1,0,0,0,0,0,1,0
25397,25397,90,4,0,0,0,0,1,0,0,0,0,1,0
44727,44727,90,1,69,10,0,1,0,0,0,0,0,1,0
30065,30065,90,3,121,50,0,0,0,1,0,1,0,0,0
8704,8704,90,3,0,0,0,1,0,0,0,0,0,1,0
35685,35685,90,5,0,4,0,1,0,0,0,0,0,1,0
20378,20378,90,5,0,0,0,1,0,0,0,1,0,0,0
12253,12253,90,1,69,69,0,0,0,1,0,0,0,1,0
10217,10217,90,2,0,71,0,0,1,0,0,0,0,1,0
10363,10363,90,2,364,3,0,1,0,0,0,0,0,1,0
28750,28750,90,10,26,4,0,1,0,0,0,0,0,1,0
24538,24538,90,2,77,11,0,0,0,1,0,0,0,1,0
19264,19264,90,3,0,5,0,1,0,0,0,0,0,1,0
11333,11333,90,14,0,7,0,1,0,0,0,1,0,0,0
44505,44505,91,1,156,17,0,0,0,1,0,1,0,0,0
1603,1603,91,12,160,6,0,0,1,0,0,0,0,1,0
3224,3224,91,1,0,9,0,1,0,0,0,0,0,1,0
4679,4679,91,3,90,40,0,1,0,0,0,0,0,1,0
3515,3515,91,4,0,123,0,1,0,0,0,0,0,1,0
16807,16807,91,1,0,4,0,1,0,0,0,1,0,0,0
33113,33113,91,1,0,10,0,0,1,0,0,0,0,1,0
22552,22552,91,7,142,13,0,1,0,0,0,1,0,0,0
29220,29220,91,1,166,49,0,1,0,0,0,1,0,0,0
30617,30617,91,3,0,35,0,0,1,0,0,0,0,1,0
30940,30940,91,14,38,5,0,0,1,0,0,1,0,0,0
3743,3743,91,2,0,26,0,0,1,0,0,0,0,1,0
25050,25050,91,1,142,35,0,0,1,0,0,0,0,1,0
47791,47791,91,2,346,0,0,0,0,1,0,1,0,0,0
19616,19616,91,1,0,4,0,0,1,0,0,0,0,1,0
26645,26645,91,2,0,1,0,0,1,0,0,1,0,0,0
31818,31818,91,5,0,2,0,1,0,0,0,1,0,0,0
18946,18946,91,2,0,2,0,0,1,0,0,1,0,0,0
1979,1979,91,5,64,421,0,0,1,0,0,0,0,1,0
20151,20151,91,6,0,1,0,0,1,0,0,0,0,1,0
41695,41695,91,1,32,16,0,0,1,0,0,1,0,0,0
14297,14297,91,5,0,1,0,1,0,0,0,1,0,0,0
19833,19833,91,15,48,36,0,1,0,0,0,1,0,0,0
462,462,91,3,0,255,0,1,0,0,0,0,0,1,0
14647,14647,91,5,0,3,0,1,0,0,0,1,0,0,0
4384,4384,91,4,233,70,0,0,1,0,0,0,0,1,0
43739,43739,91,30,232,1,0,1,0,0,0,1,0,0,0
28989,28989,91,2,354,100,0,1,0,0,0,0,0,1,0
12796,12796,91,4,0,8,0,0,1,0,0,0,0,1,0
15682,15682,91,1,0,1,0,0,1,0,0,1,0,0,0
26132,26132,91,1,0,40,0,0,1,0,0,0,0,1,0
23361,23361,91,1,0,3,0,1,0,0,0,0,0,1,0
39720,39720,91,2,62,9,0,1,0,0,0,0,0,1,0
45736,45736,91,1,77,17,0,0,1,0,0,0,0,1,0
37704,37704,91,10,8,6,0,1,0,0,0,1,0,0,0
45061,45061,91,30,364,0,0,0,1,0,0,0,0,1,0
42444,42444,91,2,333,31,0,1,0,0,0,0,0,1,0
19515,19515,91,1,0,0,0,0,1,0,0,1,0,0,0
14216,14216,91,2,0,30,0,1,0,0,0,0,0,1,0
35837,35837,91,1,0,0,0,0,1,0,0,0,0,0,1
10619,10619,91,2,141,179,0,1,0,0,0,1,0,0,0
12357,12357,91,1,0,1,0,0,1,0,0,0,0,1,0
28309,28309,91,1,0,2,0,0,1,0,0,1,0,0,0
17002,17002,91,1,0,1,0,1,0,0,0,0,0,1,0
48352,48352,91,2,6,1,1,0,0,0,0,1,0,0,0
41181,41181,91,5,12,1,0,1,0,0,0,1,0,0,0
43544,43544,91,1,0,26,0,0,1,0,0,0,0,1,0
49560,49560,91,3,232,1,0,0,1,0,0,1,0,0,0
6172,6172,91,15,0,1,0,1,0,0,0,1,0,0,0
43100,43100,91,2,13,4,0,0,0,1,0,1,0,0,0
33525,33525,91,2,156,15,0,0,1,0,0,0,0,1,0
8063,8063,91,2,11,31,0,1,0,0,0,1,0,0,0
741,741,91,1,223,78,0,1,0,0,0,1,0,0,0
19840,19840,91,1,157,65,0,0,1,0,0,0,0,1,0
34983,34983,91,2,341,26,0,1,0,0,0,1,0,0,0
29867,29867,92,1,179,0,0,0,0,1,0,0,0,1,0
39381,39381,92,30,4,1,0,0,1,0,0,1,0,0,0
43000,43000,92,30,218,1,0,0,1,0,0,0,0,1,0
11661,11661,92,1,0,120,0,0,1,0,0,0,0,1,0
28418,28418,92,2,165,49,0,1,0,0,0,0,0,1,0
29259,29259,92,2,59,89,0,0,1,0,0,1,0,0,0
41980,41980,92,2,0,1,0,1,0,0,0,1,0,0,0
39245,39245,92,5,17,3,0,0,1,0,0,0,0,1,0
24937,24937,92,30,2,21,0,1,0,0,0,1,0,0,0
13357,13357,92,1,125,25,0,1,0,0,0,1,0,0,0
45527,45527,92,2,208,9,0,0,1,0,0,0,0,1,0
14243,14243,92,1,0,5,0,1,0,0,0,1,0,0,0
36731,36731,92,2,0,0,0,0,1,0,0,0,0,1,0
50437,50437,92,15,63,0,0,0,1,0,0,0,0,1,0
216,216,92,1,325,205,0,0,1,0,0,0,0,1,0
2840,2840,92,2,0,0,0,0,1,0,0,1,0,0,0
45595,45595,92,3,147,14,0,0,1,0,0,0,0,1,0
16695,16695,92,1,0,12,0,1,0,0,0,1,0,0,0
14906,14906,92,1,0,2,0,0,1,0,0,1,0,0,0
5706,5706,92,3,72,61,0,0,1,0,0,0,0,1,0
43529,43529,92,7,7,11,0,0,0,1,0,1,0,0,0
34939,34939,92,1,87,17,0,0,1,0,0,0,0,1,0
2825,2825,92,3,345,102,0,1,0,0,0,1,0,0,0
43567,43567,92,2,0,16,0,1,0,0,0,1,0,0,0
286,286,92,8,186,6,1,0,0,0,0,1,0,0,0
2871,2871,92,1,364,4,0,0,1,0,0,0,0,1,0
34813,34813,92,1,0,2,0,0,1,0,0,1,0,0,0
4832,4832,92,5,0,0,0,0,1,0,0,0,0,1,0
26698,26698,92,60,0,1,0,1,0,0,0,1,0,0,0
30810,30810,92,2,0,14,0,1,0,0,0,0,0,1,0
42938,42938,92,1,55,33,0,0,1,0,0,0,0,1,0
31164,31164,92,4,117,8,0,0,1,0,0,0,0,1,0
39394,39394,92,2,108,30,1,0,0,0,0,1,0,0,0
25693,25693,92,3,0,4,0,1,0,0,0,1,0,0,0
27470,27470,92,3,0,49,0,1,0,0,0,1,0,0,0
9550,9550,92,2,0,1,0,0,1,0,0,0,0,1,0
28160,28160,92,14,0,1,0,0,1,0,0,1,0,0,0
672,672,92,4,59,64,0,1,0,0,0,1,0,0,0
26016,26016,92,1,0,0,0,0,0,1,0,1,0,0,0
27792,27792,92,1,0,0,0,0,1,0,0,0,0,1,0
48458,48458,92,3,160,2,0,1,0,0,0,1,0,0,0
3678,3678,92,2,316,190,0,0,1,0,0,0,0,1,0
9277,9277,92,3,353,77,0,1,0,0,0,0,0,1,0
16833,16833,92,2,0,0,0,0,1,0,0,1,0,0,0
18378,18378,92,1,188,164,0,0,1,0,0,0,0,1,0
20739,20739,92,7,12,4,0,1,0,0,0,1,0,0,0
29775,29775,92,2,179,23,0,1,0,0,0,1,0,0,0
4409,4409,92,5,310,203,0,1,0,0,0,1,0,0,0
21825,21825,92,3,65,20,0,0,1,0,0,0,0,1,0
880,880,92,7,318,44,0,1,0,0,0,0,0,1,0
14534,14534,92,6,158,9,0,1,0,0,0,1,0,0,0
47257,47257,92,1,365,0,0,1,0,0,0,0,0,1,0
5371,5371,92,3,287,190,0,0,1,0,0,1,0,0,0
16323,16323,92,1,0,4,0,0,1,0,0,0,0,1,0
25652,25652,92,3,0,0,0,1,0,0,0,1,0,0,0
21208,21208,92,2,0,159,0,0,1,0,0,0,0,1,0
44879,44879,92,4,88,3,0,0,1,0,0,0,0,1,0
47692,47692,92,2,61,5,0,0,1,0,0,0,0,1,0
1245,1245,92,1,158,55,0,0,0,1,0,1,0,0,0
14051,14051,92,5,0,5,0,0,1,0,0,1,0,0,0
40263,40263,92,7,0,1,0,0,1,0,0,0,0,1,0
15374,15374,92,4,0,1,0,0,0,1,0,1,0,0,0
10007,10007,92,2,0,24,0,0,1,0,0,0,0,1,0
28315,28315,92,3,0,13,0,0,1,0,0,1,0,0,0
36687,36687,92,4,173,3,0,1,0,0,0,1,0,0,0
27051,27051,92,1,0,125,0,0,1,0,0,0,0,1,0
23485,23485,92,30,148,61,0,1,0,0,0,0,0,1,0
3779,3779,92,3,204,249,0,1,0,0,0,1,0,0,0
23507,23507,92,4,0,4,0,1,0,0,0,0,0,1,0
17044,17044,92,4,348,22,0,1,0,0,0,0,0,1,0
40748,40748,92,1,24,25,0,1,0,0,0,1,0,0,0
19332,19332,93,2,151,19,0,1,0,0,0,0,0,1,0
17609,17609,93,3,0,59,0,1,0,0,0,1,0,0,0
25791,25791,93,3,0,2,0,1,0,0,0,1,0,0,0
17269,17269,93,8,24,30,0,0,1,0,0,1,0,0,0
22429,22429,93,1,88,2,0,0,0,1,0,0,1,0,0
18897,18897,93,2,8,34,0,1,0,0,0,0,0,1,0
25935,25935,93,15,0,1,0,0,1,0,0,0,0,1,0
38279,38279,93,1,0,2,0,0,1,0,0,0,0,1,0
34302,34302,93,3,64,29,0,1,0,0,0,0,0,1,0
30992,30992,93,30,17,12,0,0,1,0,0,1,0,0,0
40552,40552,93,5,0,2,0,0,1,0,0,1,0,0,0
46805,46805,93,1,0,1,0,0,1,0,0,0,0,1,0
28101,28101,93,1,40,116,0,0,1,0,0,0,0,1,0
44227,44227,93,100,96,0,0,0,1,0,0,1,0,0,0
6124,6124,93,3,338,61,0,1,0,0,0,1,0,0,0
27701,27701,93,1,105,107,0,1,0,0,0,1,0,0,0
38236,38236,93,1,288,48,0,1,0,0,0,0,0,1,0
12456,12456,93,4,0,5,0,1,0,0,0,1,0,0,0
42003,42003,93,1,179,3,0,1,0,0,0,0,0,1,0
8409,8409,93,12,0,5,0,0,1,0,0,1,0,0,0
17861,17861,93,5,3,41,0,0,1,0,0,1,0,0,0
6093,6093,93,30,334,18,0,0,1,0,0,1,0,0,0
36283,36283,93,1,174,31,0,0,0,1,0,1,0,0,0
19601,19601,93,2,209,63,0,1,0,0,0,1,0,0,0
27600,27600,93,1,44,5,0,0,1,0,0,0,0,1,0
40876,40876,93,2,45,9,0,0,1,0,0,1,0,0,0
18255,18255,93,1,148,236,0,1,0,0,0,1,0,0,0
28373,28373,93,1,0,2,0,0,1,0,0,0,0,1,0
34083,34083,93,5,0,12,0,1,0,0,0,1,0,0,0
13995,13995,93,2,365,5,0,0,0,1,0,0,0,1,0
27876,27876,93,1,294,53,0,0,1,0,0,0,0,1,0
8475,8475,93,3,0,0,0,1,0,0,0,0,0,1,0
22532,22532,93,1,139,205,0,0,0,1,0,1,0,0,0
5143,5143,93,30,160,24,0,1,0,0,0,1,0,0,0
1159,1159,93,14,0,93,0,0,1,0,0,0,0,1,0
27927,27927,93,2,125,91,0,0,0,1,0,1,0,0,0
1477,1477,93,4,0,1,0,1,0,0,0,1,0,0,0
42730,42730,93,1,51,31,0,0,1,0,0,0,0,1,0
28630,28630,93,1,362,45,0,1,0,0,0,1,0,0,0
3302,3302,93,2,164,151,0,0,1,0,0,0,0,1,0
34973,34973,93,1,23,2,0,0,1,0,0,1,0,0,0
9471,9471,93,1,68,118,0,0,1,0,0,0,0,1,0
21170,21170,93,25,31,2,0,1,0,0,0,1,0,0,0
34566,34566,93,3,12,4,0,1,0,0,0,1,0,0,0
29551,29551,93,2,102,57,0,0,0,1,0,1,0,0,0
17737,17737,93,2,0,57,0,1,0,0,0,0,0,1,0
4187,4187,93,6,335,113,0,1,0,0,0,0,0,1,0
37278,37278,93,1,344,47,0,0,1,0,0,0,0,1,0
35718,35718,93,3,0,5,0,1,0,0,0,1,0,0,0
20011,20011,93,6,0,0,0,1,0,0,0,1,0,0,0
3405,3405,93,9,101,11,0,0,1,0,0,0,0,1,0
23118,23118,93,2,1,55,0,1,0,0,0,1,0,0,0
46166,46166,93,2,175,7,0,0,1,0,0,0,0,1,0
22151,22151,93,13,64,7,0,1,0,0,0,1,0,0,0
31729,31729,93,5,0,3,0,1,0,0,0,1,0,0,0
13117,13117,93,5,338,77,0,1,0,0,0,1,0,0,0
31385,31385,93,1,83,20,0,0,1,0,0,0,0,1,0
24254,24254,93,30,15,2,0,1,0,0,0,0,0,1,0
35995,35995,93,4,175,28,0,0,0,1,0,1,0,0,0
4129,4129,93,365,247,10,0,0,1,0,0,1,0,0,0
12515,12515,93,1,169,57,0,0,1,0,0,0,0,1,0
14963,14963,93,1,0,0,0,0,1,0,0,0,0,1,0
26238,26238,94,30,145,4,0,0,1,0,0,1,0,0,0
889,889,94,2,0,289,0,1,0,0,0,0,0,1,0
24567,24567,94,2,0,34,0,1,0,0,0,1,0,0,0
17327,17327,94,1,0,11,0,0,1,0,0,1,0,0,0
6847,6847,94,4,0,216,0,1,0,0,0,0,0,1,0
46290,46290,94,2,340,6,0,0,1,0,0,0,0,1,0
38160,38160,94,2,0,6,0,1,0,0,0,1,0,0,0
21278,21278,94,2,0,4,0,0,1,0,0,0,0,1,0
17558,17558,94,3,0,5,0,1,0,0,0,1,0,0,0
21184,21184,94,3,0,39,0,1,0,0,0,1,0,0,0
29504,29504,94,3,0,11,0,0,1,0,0,0,0,1,0
12250,12250,94,2,0,3,0,0,1,0,0,0,0,1,0
20951,20951,94,7,353,7,0,1,0,0,0,1,0,0,0
40196,40196,94,1,0,8,0,1,0,0,0,1,0,0,0
20947,20947,94,3,0,2,0,0,1,0,0,0,0,1,0
22571,22571,94,3,137,87,0,0,1,0,0,0,0,1,0
14485,14485,94,3,364,4,0,0,1,0,0,0,0,1,0
9549,9549,94,1,243,32,0,1,0,0,0,1,0,0,0
22304,22304,94,1,0,1,0,0,1,0,0,0,0,1,0
20575,20575,94,2,52,69,0,1,0,0,0,1,0,0,0
13585,13585,94,1,0,52,0,1,0,0,0,1,0,0,0
5536,5536,94,1,356,29,0,0,1,0,0,1,0,0,0
27711,27711,94,2,157,73,0,1,0,0,0,0,0,1,0
32593,32593,94,1,259,26,0,1,0,0,0,0,0,1,0
20319,20319,94,2,0,10,0,1,0,0,0,1,0,0,0
40889,40889,94,3,0,4,0,1,0,0,0,1,0,0,0
41261,41261,94,3,18,12,0,0,1,0,0,0,0,1,0
23111,23111,94,4,75,2,0,0,1,0,0,0,0,1,0
11218,11218,94,30,364,4,0,1,0,0,0,1,0,0,0
39707,39707,94,7,32,1,0,1,0,0,0,1,0,0,0
12877,12877,94,2,0,38,0,1,0,0,0,1,0,0,0
12176,12176,94,4,0,6,0,1,0,0,0,1,0,0,0
4694,4694,94,9,0,27,0,1,0,0,0,1,0,0,0
2341,2341,94,2,0,1,0,0,1,0,0,1,0,0,0
32893,32893,94,2,0,8,0,1,0,0,0,1,0,0,0
21389,21389,94,2,152,94,0,1,0,0,0,1,0,0,0
23704,23704,94,2,0,0,0,1,0,0,0,0,0,1,0
18076,18076,94,6,42,111,0,0,0,1,0,1,0,0,0
22847,22847,94,1,0,8,0,0,1,0,0,1,0,0,0
34499,34499,94,1,247,1,0,1,0,0,0,1,0,0,0
3228,3228,94,7,0,27,0,0,0,1,0,1,0,0,0
37941,37941,94,1,5,68,0,0,1,0,0,0,0,1,0
18840,18840,94,1,163,20,0,0,0,1,0,1,0,0,0
30615,30615,94,2,0,25,0,1,0,0,0,0,0,1,0
19571,19571,94,3,0,34,0,1,0,0,0,1,0,0,0
40175,40175,94,3,0,8,0,1,0,0,0,1,0,0,0
3840,3840,94,2,0,0,0,1,0,0,0,1,0,0,0
23998,23998,94,2,0,13,0,1,0,0,0,1,0,0,0
44048,44048,94,100,184,0,0,0,0,1,0,1,0,0,0
4669,4669,94,7,0,17,0,0,1,0,0,0,0,1,0
10474,10474,94,14,0,1,0,0,1,0,0,0,0,1,0
39819,39819,94,1,335,33,0,0,1,0,0,0,0,1,0
44023,44023,94,3,0,9,0,0,1,0,0,1,0,0,0
47341,47341,94,30,4,0,0,0,1,0,0,1,0,0,0
992,992,94,1,53,120,0,0,1,0,0,0,0,1,0
29728,29728,95,1,0,31,0,0,1,0,0,1,0,0,0
8234,8234,95,2,0,0,0,1,0,0,0,0,0,1,0
26906,26906,95,2,0,13,0,0,1,0,0,0,0,1,0
28187,28187,95,1,0,13,0,1,0,0,0,0,0,1,0
45682,45682,95,4,169,0,0,0,0,0,1,1,0,0,0
31615,31615,95,1,347,45,0,0,0,1,0,0,0,1,0
21736,21736,95,3,36,59,0,0,1,0,0,1,0,0,0
4023,4023,95,2,0,257,0,0,0,0,1,0,0,1,0
19867,19867,95,3,83,2,0,0,1,0,0,0,0,1,0
25267,25267,95,3,30,73,0,1,0,0,0,1,0,0,0
11144,11144,95,1,0,0,0,1,0,0,0,1,0,0,0
20039,20039,95,3,75,97,0,1,0,0,0,0,0,1,0
28363,28363,95,5,0,1,0,0,1,0,0,0,0,1,0
19642,19642,95,5,0,71,0,1,0,0,0,0,0,1,0
24002,24002,95,2,0,21,0,1,0,0,0,0,0,1,0
2775,2775,95,1,328,41,0,0,0,1,0,1,0,0,0
34234,34234,95,3,164,21,0,0,1,0,0,1,0,0,0
39793,39793,95,2,232,15,0,0,1,0,0,1,0,0,0
22271,22271,95,6,16,18,0,0,0,1,0,1,0,0,0
8316,8316,95,5,0,4,0,0,1,0,0,1,0,0,0
2877,2877,95,3,0,113,0,0,1,0,0,0,0,1,0
11387,11387,95,1,0,1,0,0,1,0,0,0,0,1,0
37774,37774,95,1,42,38,0,0,1,0,0,0,0,1,0
2878,2878,95,1,344,72,0,0,1,0,0,0,0,1,0
29713,29713,95,1,0,9,0,1,0,0,0,0,0,1,0
32331,32331,95,1,30,3,0,0,1,0,0,0,0,1,0
25584,25584,95,2,51,39,0,1,0,0,0,1,0,0,0
5152,5152,95,2,0,46,0,0,0,1,0,0,0,1,0
5156,5156,95,3,0,148,0,0,1,0,0,0,0,1,0
2873,2873,95,3,0,149,0,1,0,0,0,1,0,0,0
2662,2662,95,2,317,159,0,1,0,0,0,1,0,0,0
24182,24182,95,1,47,104,0,1,0,0,0,0,0,1,0
42701,42701,95,2,23,19,0,0,0,1,0,0,0,1,0
4231,4231,95,3,0,10,0,1,0,0,0,0,0,1,0
19664,19664,95,2,0,4,0,0,1,0,0,1,0,0,0
4094,4094,95,1,335,311,0,0,1,0,0,0,0,1,0
15110,15110,95,5,0,4,0,0,1,0,0,0,0,1,0
2750,2750,95,1,0,0,0,0,1,0,0,0,0,1,0
24678,24678,95,1,0,4,0,1,0,0,0,0,0,1,0
3999,3999,95,3,0,0,0,1,0,0,0,0,0,1,0
14169,14169,95,30,350,3,0,0,1,0,0,1,0,0,0
31081,31081,95,10,365,13,0,1,0,0,0,0,0,1,0
15065,15065,95,5,0,0,0,1,0,0,0,1,0,0,0
9263,9263,95,4,0,3,0,0,1,0,0,0,0,1,0
25320,25320,95,7,0,1,0,1,0,0,0,1,0,0,0
19635,19635,95,2,0,13,0,1,0,0,0,1,0,0,0
19659,19659,95,3,0,4,0,0,1,0,0,1,0,0,0
39251,39251,95,5,157,15,0,1,0,0,0,1,0,0,0
11128,11128,95,1,0,2,0,0,1,0,0,0,0,1,0
15109,15109,95,3,0,7,0,0,1,0,0,0,0,1,0
18098,18098,95,3,0,7,0,1,0,0,0,1,0,0,0
5363,5363,95,4,0,0,0,1,0,0,0,1,0,0,0
31076,31076,95,3,60,27,0,1,0,0,0,0,0,1,0
21725,21725,95,3,2,7,0,0,1,0,0,1,0,0,0
21718,21718,95,1,357,305,1,0,0,0,0,1,0,0,0
4015,4015,95,5,0,25,0,0,0,1,0,1,0,0,0
13588,13588,95,2,157,84,0,0,1,0,0,1,0,0,0
43029,43029,95,2,169,10,0,0,1,0,0,0,0,1,0
28189,28189,95,1,0,102,0,0,1,0,0,0,0,1,0
11077,11077,95,1,0,6,0,0,1,0,0,1,0,0,0
32327,32327,95,3,0,39,0,0,0,1,0,0,0,1,0
11343,11343,95,1,33,34,0,1,0,0,0,0,0,1,0
18059,18059,95,6,64,4,0,0,1,0,0,0,0,1,0
47987,47987,95,3,73,0,0,0,1,0,0,0,0,1,0
42229,42229,95,2,0,3,0,1,0,0,0,1,0,0,0
17490,17490,95,3,288,105,0,0,0,1,0,1,0,0,0
47322,47322,95,3,79,6,0,0,1,0,0,0,0,1,0
34835,34835,95,2,176,9,0,0,1,0,0,0,0,1,0
35680,35680,95,3,123,41,0,0,0,1,0,1,0,0,0
38177,38177,95,1,84,50,0,0,0,1,0,1,0,0,0
34605,34605,95,3,0,0,0,1,0,0,0,1,0,0,0
5344,5344,95,7,0,70,0,1,0,0,0,1,0,0,0
25838,25838,95,1,0,45,0,1,0,0,0,1,0,0,0
18068,18068,95,1,49,36,0,1,0,0,0,0,0,1,0
4263,4263,95,3,351,68,1,0,0,0,0,1,0,0,0
24858,24858,95,1,0,118,0,1,0,0,0,1,0,0,0
43006,43006,95,2,350,15,0,0,0,1,0,0,0,1,0
17493,17493,95,5,95,11,0,1,0,0,0,1,0,0,0
42359,42359,95,2,179,4,0,1,0,0,0,0,0,1,0
25593,25593,95,30,320,0,0,0,0,1,0,1,0,0,0
17773,17773,95,3,95,39,0,1,0,0,0,0,0,1,0
29436,29436,95,80,85,3,0,1,0,0,0,1,0,0,0
4715,4715,95,30,349,12,0,0,0,1,0,1,0,0,0
13856,13856,95,7,14,1,0,0,1,0,0,1,0,0,0
29439,29439,95,1,319,23,0,1,0,0,0,0,0,1,0
35627,35627,95,2,165,8,0,0,1,0,0,0,0,1,0
4705,4705,95,30,365,10,0,0,0,1,0,1,0,0,0
34737,34737,95,30,338,3,0,1,0,0,0,1,0,0,0
21945,21945,95,5,0,8,0,1,0,0,0,1,0,0,0
3856,3856,95,2,54,143,0,0,0,1,0,0,0,1,0
29629,29629,95,1,43,11,0,0,1,0,0,0,0,1,0
27330,27330,95,4,75,47,0,0,1,0,0,1,0,0,0
42826,42826,95,25,167,3,0,0,1,0,0,0,0,1,0
3544,3544,95,4,131,224,0,1,0,0,0,1,0,0,0
31970,31970,95,4,0,3,0,0,1,0,0,1,0,0,0
13907,13907,95,14,0,0,0,0,1,0,0,0,0,1,0
11523,11523,95,5,0,2,0,0,1,0,0,1,0,0,0
39862,39862,95,30,72,0,0,1,0,0,0,0,0,1,0
38963,38963,95,3,17,2,0,1,0,0,0,1,0,0,0
3871,3871,95,2,141,207,0,0,0,1,0,0,0,1,0
19828,19828,95,1,0,3,0,0,1,0,0,0,0,1,0
4731,4731,95,3,0,2,0,1,0,0,0,1,0,0,0
31377,31377,95,3,0,6,0,1,0,0,0,1,0,0,0
21781,21781,95,2,36,109,0,1,0,0,0,1,0,0,0
32080,32080,95,2,0,2,0,1,0,0,0,0,0,1,0
8941,8941,95,1,0,10,0,0,1,0,0,0,0,1,0
14330,14330,95,30,341,31,0,0,0,1,0,1,0,0,0
34359,34359,95,3,77,7,0,1,0,0,0,1,0,0,0
42398,42398,95,4,0,0,0,1,0,0,0,1,0,0,0
24805,24805,95,1,177,0,0,0,0,1,0,0,0,1,0
8932,8932,95,1,0,0,0,0,1,0,0,0,0,1,0
13794,13794,95,1,0,0,0,0,1,0,0,1,0,0,0
4777,4777,95,3,250,129,0,1,0,0,0,1,0,0,0
11261,11261,95,3,0,0,0,0,1,0,0,0,0,1,0
11265,11265,95,1,0,13,0,0,1,0,0,0,0,1,0
3418,3418,95,1,251,8,0,0,1,0,0,0,0,1,0
13800,13800,95,30,3,13,0,1,0,0,0,1,0,0,0
4758,4758,95,3,0,79,0,0,1,0,0,0,0,1,0
24719,24719,95,2,57,36,0,1,0,0,0,0,0,1,0
