,Unnamed: 0,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
39063,39063,40,10,14,0,0,1,0,0,0,0,0,1,0
24012,24012,40,3,270,71,0,1,0,0,0,0,0,1,0
10449,10449,40,2,302,4,0,0,1,0,0,0,0,0,1
43440,43440,40,2,95,6,0,1,0,0,0,0,0,1,0
40912,40912,40,1,0,3,0,1,0,0,0,0,0,1,0
10456,10456,40,30,30,1,0,0,0,1,0,0,0,1,0
48084,48084,40,3,85,3,0,1,0,0,0,0,0,1,0
48093,48093,40,2,43,2,1,0,0,0,0,0,0,1,0
36332,36332,40,1,339,92,0,0,0,1,0,0,0,1,0
4070,4070,40,3,305,145,0,0,0,1,0,0,0,1,0
32290,32290,40,28,1,3,0,0,0,1,0,0,0,1,0
10459,10459,40,1,0,0,0,1,0,0,0,0,0,1,0
37371,37371,40,2,339,4,0,0,0,1,0,0,0,1,0
25789,25789,40,1,244,27,0,1,0,0,0,0,0,1,0
38332,38332,40,6,109,14,0,1,0,0,0,0,0,1,0
38333,38333,40,1,349,1,0,1,0,0,0,0,0,1,0
50313,50313,40,1,66,1,0,0,1,0,0,0,0,0,1
37799,37799,40,7,160,14,0,1,0,0,0,0,0,1,0
16618,16618,40,2,0,1,0,0,1,0,0,0,0,1,0
4029,4029,40,7,219,18,0,1,0,0,0,0,0,1,0
25195,25195,40,1,265,10,0,0,0,1,0,0,0,1,0
26763,26763,40,5,0,0,0,1,0,0,0,0,0,1,0
39665,39665,40,2,59,11,0,1,0,0,0,0,0,1,0
22666,22666,40,2,157,4,0,0,0,0,1,0,0,1,0
10483,10483,40,1,85,23,0,1,0,0,0,0,0,1,0
23405,23405,40,1,0,4,0,1,0,0,0,0,0,1,0
19905,19905,40,3,38,129,0,0,0,1,0,1,0,0,0
33715,33715,40,2,0,15,0,0,1,0,0,0,0,0,1
31858,31858,40,1,0,9,0,1,0,0,0,0,0,1,0
31859,31859,40,1,0,11,0,1,0,0,0,0,0,1,0
21836,21836,40,7,0,1,0,1,0,0,0,0,0,1,0
34037,34037,40,28,0,0,0,1,0,0,0,0,0,1,0
1672,1672,40,10,289,35,0,1,0,0,0,0,0,1,0
19146,19146,40,8,0,11,0,1,0,0,0,0,0,1,0
36754,36754,40,7,38,13,0,0,1,0,0,0,0,1,0
20153,20153,40,1,228,142,0,1,0,0,0,0,0,1,0
29854,29854,40,60,356,0,0,1,0,0,0,0,0,1,0
43716,43716,40,1,157,0,0,0,0,1,0,0,0,0,1
17210,17210,40,1,0,85,0,0,0,1,0,1,0,0,0
32231,32231,40,5,0,1,0,0,0,1,0,0,0,1,0
34280,34280,40,7,338,2,0,0,1,0,0,0,0,1,0
19913,19913,40,1,0,18,0,0,0,1,0,0,0,1,0
28527,28527,40,5,0,16,0,1,0,0,0,0,0,1,0
33752,33752,40,1,50,22,0,0,0,1,0,0,0,0,1
27748,27748,40,5,0,3,0,0,1,0,0,0,0,1,0
19919,19919,40,3,2,5,0,0,0,1,0,0,0,1,0
37786,37786,40,2,112,50,1,0,0,0,0,0,0,1,0
15292,15292,40,1,0,1,0,0,1,0,0,0,0,1,0
23166,23166,40,4,339,14,0,1,0,0,0,0,0,1,0
34460,34460,40,30,32,0,0,0,0,1,0,0,0,1,0
32226,32226,40,31,153,4,0,1,0,0,0,0,0,1,0
49593,49593,40,20,25,0,0,1,0,0,0,0,0,1,0
19509,19509,40,5,0,6,0,0,1,0,0,0,0,1,0
49596,49596,40,2,18,0,0,1,0,0,0,0,0,1,0
18575,18575,40,1,345,63,0,1,0,0,0,0,0,1,0
24904,24904,40,1,0,2,0,0,0,1,0,0,0,1,0
48215,48215,40,1,70,0,0,1,0,0,0,0,0,1,0
35483,35483,40,1,4,4,0,0,0,1,0,0,0,1,0
16647,16647,40,3,0,109,0,1,0,0,0,0,0,1,0
21786,21786,40,3,355,30,1,0,0,0,0,0,0,1,0
35490,35490,40,2,363,32,0,1,0,0,0,0,0,1,0
12919,12919,40,2,323,9,0,0,0,1,0,0,0,1,0
21796,21796,40,14,0,1,0,1,0,0,0,0,0,1,0
7913,7913,40,10,52,22,0,1,0,0,0,0,0,1,0
26063,26063,40,1,0,2,0,0,1,0,0,0,0,1,0
3841,3841,40,5,0,8,0,1,0,0,0,0,0,0,1
18303,18303,40,2,0,71,0,0,1,0,0,0,0,1,0
41264,41264,40,30,157,0,0,0,1,0,0,0,0,1,0
27732,27732,40,4,2,7,0,1,0,0,0,0,0,1,0
31831,31831,40,1,130,1,0,0,1,0,0,0,0,1,0
17570,17570,40,1,0,6,0,0,0,1,0,0,0,1,0
38086,38086,40,1,0,2,0,1,0,0,0,0,0,1,0
35501,35501,40,30,200,1,0,1,0,0,0,0,0,1,0
14909,14909,40,14,0,1,0,0,0,1,0,0,0,1,0
16947,16947,40,5,0,0,0,1,0,0,0,0,0,1,0
3807,3807,40,1,84,25,0,1,0,0,0,0,0,1,0
35503,35503,40,1,0,55,0,0,1,0,0,0,0,1,0
48808,48808,40,1,66,0,0,1,0,0,0,0,0,1,0
14942,14942,40,1,0,0,0,0,0,1,0,0,0,1,0
38088,38088,40,1,93,29,0,1,0,0,0,0,0,1,0
31857,31857,40,1,0,12,0,1,0,0,0,0,0,1,0
27106,27106,40,1,0,11,0,1,0,0,0,0,0,1,0
12236,12236,40,15,0,0,0,1,0,0,0,0,0,1,0
35927,35927,40,1,0,19,0,1,0,0,0,0,0,1,0
36989,36989,40,2,63,1,0,0,0,1,0,0,0,1,0
35066,35066,40,5,2,39,0,0,1,0,0,0,0,1,0
13602,13602,40,2,328,90,1,0,0,0,0,0,0,1,0
44881,44881,40,1,65,32,0,0,0,1,0,0,0,1,0
31016,31016,40,1,361,21,0,1,0,0,0,0,0,0,1
19044,19044,40,7,0,0,0,1,0,0,0,0,0,1,0
35797,35797,40,30,241,2,0,0,0,1,0,0,0,1,0
49890,49890,40,15,30,0,0,0,1,0,0,0,0,1,0
42989,42989,40,1,365,1,0,1,0,0,0,0,0,1,0
9166,9166,40,1,0,2,0,1,0,0,0,0,0,1,0
32540,32540,40,1,16,2,1,0,0,0,0,0,0,1,0
44880,44880,40,7,243,1,0,1,0,0,0,0,0,1,0
6487,6487,40,1,0,0,0,1,0,0,0,0,0,1,0
22403,22403,40,3,0,0,0,1,0,0,0,0,0,1,0
30524,30524,40,1,59,88,0,1,0,0,0,0,0,1,0
26633,26633,40,1,4,43,0,0,0,1,0,0,0,1,0
22401,22401,40,1,0,16,0,0,0,1,0,0,0,1,0
31036,31036,40,1,181,128,0,0,0,1,0,0,0,1,0
15635,15635,40,1,0,84,0,1,0,0,0,0,0,1,0
22510,22510,40,3,294,8,0,1,0,0,0,0,0,1,0
21168,21168,40,3,273,12,0,0,1,0,0,0,0,1,0
5439,5439,40,2,10,54,0,1,0,0,0,0,0,1,0
29219,29219,40,1,158,29,1,0,0,0,0,0,0,0,1
23301,23301,40,1,177,60,0,0,0,1,0,0,0,1,0
13578,13578,40,4,0,2,0,0,1,0,0,0,0,1,0
9154,9154,40,8,0,1,0,1,0,0,0,0,0,1,0
49362,49362,40,1,60,0,0,1,0,0,0,0,0,1,0
33,33,40,1,0,219,0,0,1,0,0,0,0,0,1
34118,34118,40,1,353,39,0,1,0,0,0,0,0,1,0
11975,11975,40,5,0,2,0,1,0,0,0,0,0,1,0
44789,44789,40,1,62,28,0,1,0,0,0,0,0,1,0
26621,26621,40,5,0,6,0,1,0,0,0,0,0,1,0
41073,41073,40,2,90,1,1,0,0,0,0,0,0,1,0
39941,39941,40,4,218,0,0,1,0,0,0,0,0,1,0
15664,15664,40,3,0,2,0,1,0,0,0,0,0,1,0
40383,40383,40,30,217,1,0,1,0,0,0,0,0,1,0
16275,16275,40,3,0,0,0,0,1,0,0,0,0,1,0
6404,6404,40,2,33,5,0,0,0,1,0,0,0,1,0
40432,40432,40,5,352,2,1,0,0,0,0,0,0,1,0
29284,29284,40,7,0,1,0,1,0,0,0,0,0,1,0
6413,6413,40,3,0,0,0,0,0,1,0,0,0,1,0
44310,44310,40,1,0,24,0,0,1,0,0,0,0,0,1
11981,11981,40,2,0,173,0,0,0,0,1,0,0,1,0
24836,24836,40,2,43,28,0,1,0,0,0,0,0,1,0
16402,16402,40,7,154,64,0,0,0,1,0,0,0,1,0
6424,6424,40,14,340,5,1,0,0,0,0,0,0,1,0
16404,16404,40,7,179,51,0,0,0,1,0,0,0,1,0
14103,14103,40,5,0,6,0,0,1,0,0,0,0,1,0
36636,36636,40,4,0,0,0,1,0,0,0,0,0,0,1
41071,41071,40,30,0,0,0,0,0,1,0,0,0,1,0
42979,42979,40,5,352,9,0,1,0,0,0,0,0,1,0
30548,30548,40,5,0,3,0,1,0,0,0,0,0,1,0
15660,15660,40,21,197,24,1,0,0,0,0,0,0,1,0
10145,10145,40,1,0,7,0,1,0,0,0,0,0,1,0
12363,12363,40,1,333,7,0,1,0,0,0,0,0,1,0
49194,49194,40,2,174,0,0,0,0,1,0,0,0,1,0
28848,28848,40,3,253,49,0,1,0,0,0,0,0,1,0
35792,35792,40,5,0,2,0,0,0,1,0,0,0,1,0
47264,47264,40,3,2,3,0,1,0,0,0,1,0,0,0
2423,2423,40,28,0,92,0,1,0,0,0,0,0,1,0
38004,38004,40,6,168,10,1,0,0,0,0,0,0,1,0
25940,25940,40,3,0,1,0,0,0,1,0,0,0,1,0
11067,11067,40,3,127,9,0,1,0,0,0,0,0,1,0
41498,41498,40,2,0,11,0,0,0,1,0,0,0,1,0
28320,28320,40,2,249,108,1,0,0,0,0,0,0,1,0
9114,9114,40,1,346,27,0,1,0,0,0,0,0,1,0
20691,20691,40,2,9,38,0,1,0,0,0,0,0,1,0
33679,33679,40,2,60,15,0,1,0,0,0,0,0,1,0
14197,14197,40,6,328,37,0,1,0,0,0,0,0,1,0
5331,5331,40,15,0,1,0,1,0,0,0,0,0,1,0
18771,18771,40,2,179,5,0,1,0,0,0,0,0,0,1
19404,19404,40,2,0,282,0,0,0,1,0,0,0,1,0
35103,35103,40,14,365,11,0,0,1,0,0,0,0,0,1
21221,21221,40,7,0,0,0,1,0,0,0,0,0,1,0
10164,10164,40,4,0,3,0,1,0,0,0,0,0,1,0
13513,13513,40,2,341,388,0,0,0,1,0,0,0,1,0
43019,43019,40,30,280,1,0,1,0,0,0,0,0,1,0
49863,49863,40,2,172,0,0,0,0,1,0,0,0,1,0
40224,40224,40,10,35,0,0,1,0,0,0,0,0,1,0
19593,19593,40,7,0,0,0,1,0,0,0,0,0,1,0
35101,35101,40,4,365,0,0,0,1,0,0,0,0,0,1
35099,35099,40,4,365,1,0,0,1,0,0,0,0,0,1
27480,27480,40,5,0,0,0,1,0,0,0,0,0,1,0
13531,13531,40,5,0,0,0,1,0,0,0,0,0,1,0
40655,40655,40,7,0,1,0,1,0,0,0,0,0,1,0
18071,18071,40,7,342,16,0,1,0,0,0,0,0,1,0
30499,30499,40,1,339,36,1,0,0,0,0,0,0,1,0
24192,24192,40,3,173,15,1,0,0,0,0,0,0,1,0
40310,40310,40,1,54,4,0,1,0,0,0,0,0,1,0
27478,27478,40,1,4,153,0,1,0,0,0,0,0,1,0
10296,10296,40,4,0,2,0,0,1,0,0,0,0,1,0
15628,15628,40,4,0,1,0,1,0,0,0,0,0,1,0
47240,47240,40,1,344,4,0,1,0,0,0,0,0,1,0
6556,6556,40,3,309,96,0,0,0,1,0,0,0,1,0
34866,34866,40,30,280,0,0,1,0,0,0,0,0,1,0
5389,5389,40,1,0,94,0,0,1,0,0,0,0,0,1
15626,15626,40,10,0,4,0,0,0,1,0,1,0,0,0
9141,9141,40,5,356,25,1,0,0,0,0,0,0,1,0
43858,43858,40,14,0,0,0,0,1,0,0,0,0,1,0
50075,50075,40,2,43,0,0,0,0,1,0,0,0,1,0
40437,40437,40,2,64,9,0,1,0,0,0,0,0,1,0
9138,9138,40,7,350,15,1,0,0,0,0,0,0,1,0
25921,25921,40,5,0,0,0,0,0,1,0,0,0,1,0
22960,22960,40,5,0,0,0,1,0,0,0,0,0,1,0
39928,39928,40,2,364,0,0,1,0,0,0,0,0,1,0
9134,9134,40,2,0,1,0,1,0,0,0,0,0,1,0
47254,47254,40,1,360,5,0,1,0,0,0,0,0,0,1
39253,39253,40,7,17,3,0,1,0,0,0,0,0,1,0
36643,36643,40,14,0,0,0,1,0,0,0,0,0,1,0
13647,13647,40,3,0,1,0,1,0,0,0,0,0,1,0
49254,49254,40,2,56,0,0,1,0,0,0,0,0,1,0
39942,39942,40,1,365,1,0,1,0,0,0,0,0,1,0
2118,2118,40,7,341,44,0,0,1,0,0,0,0,1,0
23524,23524,40,9,0,2,0,1,0,0,0,0,0,1,0
27371,27371,40,4,357,50,1,0,0,0,0,1,0,0,0
15725,15725,40,1,0,31,0,1,0,0,0,0,0,0,1
20992,20992,40,31,364,2,0,0,0,1,0,0,0,1,0
19611,19611,40,30,134,11,0,1,0,0,0,0,0,1,0
20902,20902,40,2,0,4,0,1,0,0,0,0,0,1,0
29239,29239,40,5,0,8,0,1,0,0,0,0,0,1,0
6100,6100,40,7,0,13,0,1,0,0,0,0,0,1,0
34960,34960,40,1,53,31,0,1,0,0,0,0,0,1,0
6117,6117,40,6,0,0,0,0,1,0,0,0,0,1,0
35968,35968,40,3,89,3,0,1,0,0,0,0,0,0,1
9278,9278,40,9,0,0,0,0,1,0,0,0,0,1,0
13785,13785,40,3,0,1,0,0,1,0,0,0,0,1,0
13916,13916,40,1,0,0,0,0,1,0,0,0,0,1,0
22463,22463,40,2,0,2,0,0,1,0,0,0,0,0,1
36145,36145,40,30,0,0,0,0,0,1,0,0,0,1,0
28123,28123,40,1,0,2,0,1,0,0,0,0,0,1,0
37003,37003,40,30,4,2,0,0,0,1,0,0,0,1,0
13763,13763,40,5,364,11,0,0,0,1,0,0,0,1,0
30816,30816,40,2,0,2,0,1,0,0,0,0,0,1,0
37007,37007,40,28,0,1,0,0,0,1,0,0,0,1,0
22460,22460,40,90,365,0,0,1,0,0,0,0,0,1,0
36359,36359,40,4,365,0,0,0,1,0,0,0,0,0,1
20877,20877,40,3,0,6,0,1,0,0,0,0,0,1,0
22467,22467,40,3,0,3,0,1,0,0,0,0,0,1,0
19331,19331,40,1,0,1,1,0,0,0,0,0,0,1,0
6090,6090,40,1,0,1,0,1,0,0,0,0,0,1,0
23520,23520,40,6,0,4,0,1,0,0,0,0,0,1,0
23326,23326,40,1,247,91,1,0,0,0,0,0,0,1,0
27354,27354,40,2,0,1,0,0,0,1,0,0,0,1,0
20938,20938,40,1,0,14,0,0,1,0,0,0,0,1,0
41858,41858,40,2,0,3,0,1,0,0,0,0,0,1,0
37957,37957,40,10,0,1,0,1,0,0,0,0,0,1,0
24277,24277,40,5,64,22,0,0,0,1,0,0,0,1,0
30720,30720,40,1,363,4,0,1,0,0,0,0,0,1,0
2170,2170,40,1,174,67,0,1,0,0,0,0,0,1,0
13865,13865,40,1,83,24,0,0,1,0,0,0,0,1,0
5977,5977,40,6,29,10,0,1,0,0,0,0,0,1,0
15737,15737,40,1,0,1,0,1,0,0,0,0,0,1,0
49327,49327,40,30,23,0,0,0,1,0,0,0,0,1,0
49984,49984,40,1,352,1,0,0,0,1,0,0,0,1,0
23516,23516,40,3,0,23,0,0,1,0,0,0,0,1,0
37152,37152,40,4,0,0,0,1,0,0,0,0,0,1,0
34974,34974,40,1,0,32,0,1,0,0,0,0,0,1,0
33140,33140,40,2,58,41,0,0,0,1,0,0,0,1,0
6054,6054,40,4,82,91,0,1,0,0,0,0,0,1,0
49979,49979,40,2,3,0,0,1,0,0,0,0,0,1,0
10021,10021,40,2,0,1,0,0,0,1,0,0,0,1,0
10044,10044,40,2,0,9,0,0,1,0,0,0,0,1,0
9286,9286,40,3,0,3,0,1,0,0,0,0,0,1,0
18852,18852,40,2,0,20,0,0,0,1,0,0,0,1,0
33157,33157,40,1,88,4,1,0,0,0,0,0,0,0,1
46888,46888,40,1,177,0,0,0,1,0,0,0,0,1,0
39335,39335,40,15,0,2,0,0,1,0,0,0,0,1,0
17823,17823,40,30,63,43,0,1,0,0,0,0,0,1,0
46963,46963,40,1,63,15,0,1,0,0,0,0,0,1,0
20872,20872,40,3,0,1,0,1,0,0,0,0,0,1,0
14013,14013,40,5,0,0,0,1,0,0,0,0,0,1,0
12327,12327,40,2,0,0,0,1,0,0,0,0,0,1,0
46727,46727,40,1,0,5,0,1,0,0,0,0,0,1,0
34914,34914,40,5,12,0,0,1,0,0,0,0,0,1,0
25669,25669,40,5,0,3,0,1,0,0,0,0,0,1,0
2281,2281,40,30,180,3,0,0,1,0,0,0,0,1,0
37292,37292,40,1,0,0,1,0,0,0,0,0,0,0,1
46714,46714,40,2,332,6,0,0,0,1,0,0,0,1,0
26015,26015,40,7,0,1,0,0,1,0,0,0,0,1,0
42754,42754,40,1,180,5,0,1,0,0,0,0,0,1,0
29271,29271,40,2,0,3,0,1,0,0,0,0,0,1,0
34109,34109,40,5,0,1,0,0,1,0,0,0,0,1,0
22427,22427,40,4,0,4,0,1,0,0,0,0,0,1,0
27441,27441,40,1,0,13,0,0,0,1,0,0,0,1,0
39299,39299,40,30,365,0,0,1,0,0,0,0,0,1,0
22932,22932,40,1,0,2,0,1,0,0,0,0,0,1,0
47092,47092,40,2,13,2,0,1,0,0,0,0,0,1,0
38289,38289,40,2,0,1,0,1,0,0,0,0,0,1,0
26561,26561,40,2,0,4,0,1,0,0,0,0,0,1,0
38729,38729,40,14,0,1,0,1,0,0,0,0,0,1,0
49260,49260,40,1,161,0,0,1,0,0,0,0,0,1,0
30590,30590,40,4,0,0,0,1,0,0,0,0,0,1,0
10867,10867,40,30,365,5,0,1,0,0,0,0,0,0,1
44865,44865,40,4,5,9,0,1,0,0,0,0,0,1,0
42947,42947,40,1,295,1,0,1,0,0,0,0,0,1,0
46728,46728,40,1,349,5,0,1,0,0,0,0,0,1,0
39413,39413,40,2,0,0,0,1,0,0,0,0,0,1,0
49356,49356,40,15,365,0,0,0,1,0,0,0,0,1,0
9326,9326,40,1,0,1,0,1,0,0,0,0,0,1,0
40309,40309,40,1,65,10,0,0,0,1,0,0,0,0,1
6190,6190,40,1,0,0,0,0,1,0,0,0,0,1,0
46968,46968,40,1,352,8,0,1,0,0,0,0,0,1,0
37680,37680,40,2,64,20,0,1,0,0,0,0,0,1,0
23694,23694,40,2,0,4,0,1,0,0,0,0,0,1,0
5799,5799,40,5,4,69,0,0,0,1,0,1,0,0,0
42793,42793,40,1,87,0,0,1,0,0,0,0,0,0,1
36589,36589,40,10,0,0,0,1,0,0,0,0,0,1,0
16358,16358,40,7,357,20,0,0,0,1,0,0,0,1,0
20859,20859,40,2,0,0,0,1,0,0,0,0,0,1,0
6228,6228,40,3,248,59,0,1,0,0,0,0,0,1,0
50574,50574,40,2,40,0,0,0,1,0,0,0,0,1,0
15694,15694,40,90,0,0,0,0,0,1,0,0,0,1,0
13716,13716,40,2,0,2,0,1,0,0,0,0,0,1,0
38556,38556,40,2,180,20,0,1,0,0,0,0,0,1,0
37518,37518,40,1,0,8,0,1,0,0,0,0,0,1,0
46738,46738,40,20,335,1,0,1,0,0,0,0,0,1,0
39406,39406,40,14,193,2,0,1,0,0,0,1,0,0,0
49274,49274,40,1,346,1,0,0,0,1,0,0,0,1,0
12324,12324,40,1,0,0,0,1,0,0,0,0,0,1,0
20832,20832,40,1,340,116,0,0,1,0,0,0,0,1,0
30888,30888,40,2,67,23,0,0,0,1,0,0,0,1,0
9223,9223,40,15,0,2,0,1,0,0,0,0,0,1,0
46729,46729,40,1,346,9,0,1,0,0,0,0,0,1,0
28893,28893,40,45,212,4,0,1,0,0,0,0,0,1,0
6641,6641,40,7,0,0,0,1,0,0,0,0,0,1,0
32522,32522,40,1,337,30,0,1,0,0,0,0,0,1,0
42671,42671,40,26,26,0,0,0,0,1,0,0,0,1,0
29349,29349,40,3,0,2,0,1,0,0,0,0,0,1,0
44089,44089,40,1,24,1,0,0,1,0,0,0,0,1,0
9848,9848,40,5,0,1,0,1,0,0,0,0,0,1,0
31234,31234,40,30,0,4,0,0,0,1,0,0,0,1,0
16466,16466,40,7,0,1,0,0,1,0,0,0,0,1,0
36662,36662,40,3,362,8,0,0,0,1,0,0,0,0,1
50119,50119,40,1,25,0,0,1,0,0,0,0,0,1,0
50123,50123,40,1,0,1,0,1,0,0,0,0,0,1,0
31240,31240,40,1,0,26,0,1,0,0,0,0,0,1,0
27164,27164,40,30,362,8,0,1,0,0,0,0,0,1,0
31242,31242,40,2,95,35,0,0,0,1,0,0,0,1,0
20579,20579,40,7,63,33,0,1,0,0,0,0,0,1,0
38382,38382,40,2,365,1,0,1,0,0,0,0,0,0,1
16190,16190,40,1,16,119,0,0,0,1,0,0,0,1,0
18137,18137,40,2,50,24,0,1,0,0,0,0,0,1,0
11484,11484,40,4,0,1,0,0,1,0,0,0,0,1,0
47483,47483,40,3,90,0,0,0,0,1,0,0,0,0,1
25368,25368,40,7,9,1,0,1,0,0,0,0,0,1,0
2575,2575,40,1,38,78,0,1,0,0,0,0,0,1,0
22769,22769,40,3,0,17,0,1,0,0,0,0,0,1,0
24965,24965,40,3,75,26,0,0,0,1,0,0,0,0,1
47393,47393,40,1,90,7,0,1,0,0,0,0,0,0,1
15807,15807,40,2,216,37,0,1,0,0,0,1,0,0,0
18126,18126,40,1,89,28,0,1,0,0,0,0,0,0,1
22793,22793,40,3,10,17,0,1,0,0,0,0,0,1,0
14277,14277,40,1,0,50,0,0,0,1,0,0,0,1,0
9865,9865,40,2,0,9,0,1,0,0,0,0,0,1,0
18671,18671,40,5,0,4,0,0,1,0,0,0,0,1,0
29333,29333,40,1,0,5,0,0,0,1,0,0,0,1,0
6756,6756,40,4,0,15,0,0,0,1,0,0,0,1,0
35134,35134,40,1,3,12,0,0,0,1,0,0,0,1,0
35778,35778,40,2,0,1,0,0,0,1,0,0,0,1,0
9048,9048,40,3,0,4,0,1,0,0,0,0,0,1,0
9047,9047,40,1,0,2,0,0,1,0,0,0,0,1,0
16459,16459,40,7,129,23,0,0,0,1,0,0,0,1,0
11588,11588,40,1,0,0,0,1,0,0,0,0,0,1,0
46478,46478,40,2,365,1,0,0,0,1,0,0,0,1,0
19269,19269,40,1,0,0,0,0,1,0,0,0,0,0,1
47377,47377,40,1,88,0,0,1,0,0,0,0,0,0,1
41614,41614,40,3,154,1,0,1,0,0,0,0,0,1,0
21301,21301,40,2,62,76,1,0,0,0,0,0,0,1,0
23277,23277,40,1,0,0,0,1,0,0,0,0,0,1,0
29346,29346,40,2,0,2,0,1,0,0,0,0,0,1,0
31203,31203,40,4,0,5,0,1,0,0,0,0,0,1,0
32448,32448,40,2,101,44,1,0,0,0,0,0,0,1,0
9003,9003,40,1,0,0,0,0,0,1,0,0,0,1,0
24453,24453,40,3,0,6,0,0,1,0,0,0,0,1,0
4943,4943,40,4,346,44,0,1,0,0,0,0,0,1,0
13344,13344,40,3,0,4,0,0,1,0,0,0,0,1,0
13316,13316,40,4,352,2,0,0,1,0,0,0,0,0,1
45336,45336,40,30,101,0,1,0,0,0,0,0,0,1,0
22295,22295,40,2,0,0,0,0,0,1,0,0,0,1,0
17742,17742,40,30,322,0,0,0,0,1,0,0,0,1,0
17741,17741,40,30,329,2,0,0,0,1,0,0,0,1,0
33293,33293,40,28,0,2,0,0,0,1,0,0,0,1,0
39519,39519,40,5,25,3,0,0,1,0,0,1,0,0,0
31332,31332,40,4,365,1,0,0,1,0,0,0,0,0,1
21402,21402,40,1,0,0,0,1,0,0,0,0,0,1,0
14442,14442,40,15,0,0,0,1,0,0,0,0,0,1,0
40629,40629,40,31,53,0,0,1,0,0,0,0,0,1,0
27909,27909,40,5,87,1,0,0,0,0,1,0,0,1,0
40624,40624,40,2,0,7,0,1,0,0,0,0,0,1,0
12457,12457,40,6,0,5,0,0,1,0,0,0,0,1,0
36055,36055,40,53,90,0,0,1,0,0,0,0,0,1,0
17728,17728,40,6,1,10,0,1,0,0,0,1,0,0,0
36674,36674,40,2,0,1,0,1,0,0,0,0,0,1,0
43769,43769,40,3,0,4,0,1,0,0,0,0,0,1,0
37574,37574,40,1,361,23,0,0,0,1,0,0,0,0,1
50521,50521,40,1,166,0,0,1,0,0,0,0,0,1,0
8930,8930,40,7,79,17,0,0,1,0,0,0,0,1,0
8961,8961,40,3,143,72,0,1,0,0,0,0,0,1,0
17343,17343,40,1,45,19,0,0,1,0,0,0,0,1,0
47552,47552,40,3,25,5,0,1,0,0,0,0,0,1,0
23356,23356,40,10,64,1,0,0,0,1,0,0,0,1,0
26687,26687,40,14,0,0,0,1,0,0,0,0,0,1,0
34186,34186,40,2,21,1,0,0,1,0,0,0,0,1,0
8995,8995,40,1,0,2,0,0,1,0,0,0,0,1,0
29375,29375,40,4,77,41,1,0,0,0,0,0,0,1,0
47509,47509,40,1,346,14,0,0,0,1,0,0,0,1,0
31288,31288,40,1,341,27,0,0,0,1,0,0,0,1,0
