,Unnamed: 0,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
9100,9100,50,10,0,0,0,1,0,0,0,0,0,1,0
9905,9905,50,1,0,3,0,1,0,0,0,0,0,1,0
24386,24386,50,28,0,0,0,0,1,0,0,0,0,1,0
43789,43789,50,1,357,11,0,0,0,1,0,0,0,1,0
27948,27948,50,1,45,5,1,0,0,0,0,0,0,1,0
33220,33220,50,7,32,3,0,0,0,1,0,0,0,1,0
8172,8172,50,3,0,0,0,0,0,1,0,0,0,1,0
24831,24831,50,3,46,11,0,1,0,0,0,0,0,1,0
18070,18070,50,2,0,28,0,0,1,0,0,0,0,1,0
9345,9345,50,1,0,424,0,0,0,1,0,0,0,1,0
28954,28954,50,7,0,1,0,1,0,0,0,0,0,1,0
46606,46606,50,1,176,0,0,0,0,1,0,0,0,1,0
26299,26299,50,3,0,8,0,1,0,0,0,0,0,1,0
11251,11251,50,7,0,4,0,1,0,0,0,0,0,1,0
8530,8530,50,1,0,1,0,1,0,0,0,0,0,1,0
9915,9915,50,10,0,3,0,1,0,0,0,0,0,1,0
25258,25258,50,1,0,0,1,0,0,0,0,1,0,0,0
19396,19396,50,4,0,1,0,1,0,0,0,1,0,0,0
23305,23305,50,3,187,42,0,0,0,1,0,0,0,1,0
43323,43323,50,1,310,8,0,1,0,0,0,0,0,0,1
898,898,50,30,0,3,0,1,0,0,0,1,0,0,0
46611,46611,50,1,364,3,0,0,0,1,0,0,0,1,0
8190,8190,50,2,80,24,0,1,0,0,0,0,0,1,0
42996,42996,50,3,0,2,0,1,0,0,0,0,0,1,0
13576,13576,50,30,344,15,0,1,0,0,0,0,0,1,0
9342,9342,50,1,0,2,0,1,0,0,0,0,0,1,0
40658,40658,50,1,60,20,0,0,1,0,0,0,0,0,1
6485,6485,50,1,0,2,1,0,0,0,0,0,0,1,0
27467,27467,50,1,0,0,0,1,0,0,0,0,0,1,0
13568,13568,50,2,0,1,0,1,0,0,0,0,0,1,0
50561,50561,50,7,70,1,0,0,1,0,0,0,0,1,0
16877,16877,50,14,0,0,0,1,0,0,0,0,0,1,0
9347,9347,50,1,0,408,0,0,0,1,0,0,0,1,0
16435,16435,50,1,0,1,0,1,0,0,0,0,0,1,0
18620,18620,50,3,0,0,0,1,0,0,0,0,0,1,0
44895,44895,50,2,0,2,0,0,0,1,0,0,0,1,0
29784,29784,50,2,0,5,0,1,0,0,0,0,0,1,0
25363,25363,50,2,10,34,0,1,0,0,0,0,0,1,0
8148,8148,50,2,0,85,0,0,1,0,0,0,0,1,0
13511,13511,50,2,359,6,0,0,0,1,0,0,0,1,0
24981,24981,50,7,32,0,0,1,0,0,0,0,0,1,0
20090,20090,50,1,0,0,0,0,1,0,0,0,0,1,0
43577,43577,50,1,0,1,0,0,0,1,0,0,0,1,0
30477,30477,50,2,0,1,0,1,0,0,0,0,0,1,0
46557,46557,50,2,365,1,0,0,0,1,0,0,0,1,0
24982,24982,50,4,0,4,0,0,1,0,0,0,0,1,0
39734,39734,50,3,0,11,0,0,1,0,0,0,0,1,0
35947,35947,50,1,0,3,0,1,0,0,0,0,0,1,0
12378,12378,50,6,0,5,0,1,0,0,0,0,0,1,0
12377,12377,50,10,0,0,0,0,1,0,0,0,0,1,0
26022,26022,50,30,334,5,0,1,0,0,0,0,0,1,0
9348,9348,50,1,44,6,0,0,1,0,0,0,0,1,0
12375,12375,50,3,0,1,0,0,1,0,0,0,0,1,0
6599,6599,50,2,248,44,0,1,0,0,0,0,0,1,0
35560,35560,50,5,0,0,0,1,0,0,0,0,0,1,0
6594,6594,50,1,0,0,0,1,0,0,0,0,0,1,0
8533,8533,50,1,0,0,0,1,0,0,0,0,0,1,0
6591,6591,50,1,0,0,0,1,0,0,0,0,0,1,0
36565,36565,50,1,0,0,1,0,0,0,0,0,0,1,0
35098,35098,50,1,0,5,0,1,0,0,0,0,0,1,0
22962,22962,50,1,0,0,0,0,1,0,0,0,0,0,1
29776,29776,50,1,89,2,0,0,0,1,0,0,0,1,0
13499,13499,50,1,0,0,0,1,0,0,0,0,0,1,0
18169,18169,50,2,0,131,0,1,0,0,0,0,0,1,0
6795,6795,50,1,81,226,0,0,0,1,0,0,0,1,0
29207,29207,50,10,339,2,0,0,0,0,1,0,0,1,0
8970,8970,50,1,0,0,0,1,0,0,0,0,0,1,0
36443,36443,50,7,0,0,0,1,0,0,0,0,0,1,0
8974,8974,50,1,0,0,0,1,0,0,0,0,0,1,0
6983,6983,50,4,0,1,0,0,0,1,0,0,0,1,0
12031,12031,50,4,0,2,0,1,0,0,0,0,0,1,0
17018,17018,50,1,364,9,0,0,0,1,0,0,0,1,0
18412,18412,50,4,0,1,0,0,1,0,0,0,0,1,0
20156,20156,50,1,0,94,0,0,0,1,0,0,0,1,0
20542,20542,50,1,339,3,0,1,0,0,0,0,0,1,0
9817,9817,50,1,0,1,0,1,0,0,0,0,0,1,0
37023,37023,50,15,31,0,0,1,0,0,0,0,0,1,0
33290,33290,50,2,20,65,0,1,0,0,0,0,0,1,0
33686,33686,50,1,248,35,0,0,0,1,0,0,0,1,0
36246,36246,50,2,59,54,0,0,0,1,0,0,0,1,0
25398,25398,50,1,0,8,0,0,1,0,0,0,0,1,0
27568,27568,50,4,6,5,0,1,0,0,0,0,0,1,0
9818,9818,50,1,0,1,0,1,0,0,0,0,0,1,0
25477,25477,50,8,0,3,0,1,0,0,0,0,0,1,0
50376,50376,50,3,0,0,0,1,0,0,0,0,0,1,0
16751,16751,50,2,0,27,0,1,0,0,0,0,0,1,0
35649,35649,50,4,0,1,0,1,0,0,0,0,0,1,0
35508,35508,50,1,0,0,0,0,1,0,0,0,0,1,0
30329,30329,50,1,1,1,0,1,0,0,0,0,0,1,0
41223,41223,50,30,187,2,0,0,1,0,0,0,0,1,0
13343,13343,50,4,177,126,0,0,1,0,0,0,0,1,0
33451,33451,50,5,0,0,0,1,0,0,0,0,0,1,0
46393,46393,50,1,1,0,0,0,1,0,0,0,0,1,0
20557,20557,50,45,270,15,0,1,0,0,0,0,0,1,0
17019,17019,50,20,63,53,0,1,0,0,0,0,0,1,0
29200,29200,50,30,365,2,0,0,1,0,0,0,0,1,0
8584,8584,50,3,0,3,0,0,1,0,0,0,0,1,0
50472,50472,50,1,32,0,0,1,0,0,0,0,0,1,0
35324,35324,50,5,0,6,0,1,0,0,0,0,0,1,0
40618,40618,50,1,0,3,0,1,0,0,0,0,0,1,0
46345,46345,50,1,149,7,1,0,0,0,0,1,0,0,0
29403,29403,50,4,0,17,0,0,1,0,0,1,0,0,0
7955,7955,50,1,12,13,0,0,1,0,0,0,0,1,0
9600,9600,50,1,0,2,0,1,0,0,0,0,0,1,0
19900,19900,50,2,0,0,0,1,0,0,0,0,0,1,0
20515,20515,50,1,38,1,0,1,0,0,0,0,0,0,1
8593,8593,50,1,0,1,0,0,0,1,0,0,0,0,1
50365,50365,50,7,29,0,0,1,0,0,0,0,0,1,0
11173,11173,50,3,0,75,0,1,0,0,0,0,0,1,0
30278,30278,50,2,0,1,0,0,0,1,0,0,0,1,0
18467,18467,50,30,365,5,0,0,1,0,0,0,0,1,0
33619,33619,50,1,47,14,0,0,0,1,0,0,0,0,1
33295,33295,50,2,0,6,0,1,0,0,0,0,0,1,0
29396,29396,50,5,0,4,0,0,1,0,0,0,0,1,0
7963,7963,50,6,0,14,0,0,0,1,0,0,0,1,0
36524,36524,50,1,4,1,0,0,1,0,0,0,0,1,0
35311,35311,50,3,127,25,0,1,0,0,0,0,0,1,0
45852,45852,50,4,365,0,0,1,0,0,0,0,0,1,0
27910,27910,50,4,154,28,0,1,0,0,0,0,0,1,0
24903,24903,50,2,0,0,0,1,0,0,0,0,0,1,0
19434,19434,50,3,0,0,0,0,1,0,0,0,0,1,0
24958,24958,50,1,146,103,0,0,0,1,0,0,0,1,0
40423,40423,50,3,148,7,0,1,0,0,0,0,0,1,0
29197,29197,50,2,300,27,0,0,0,1,0,0,0,1,0
12035,12035,50,3,0,0,0,1,0,0,0,0,0,1,0
16893,16893,50,1,199,72,0,1,0,0,0,0,0,1,0
40531,40531,50,4,79,3,0,1,0,0,0,0,0,1,0
50377,50377,50,1,86,0,1,0,0,0,0,0,0,1,0
43297,43297,50,6,0,3,0,1,0,0,0,1,0,0,0
30335,30335,50,3,61,60,0,1,0,0,0,0,0,1,0
27561,27561,50,6,0,0,0,1,0,0,0,0,0,1,0
8042,8042,50,4,0,0,0,0,1,0,0,0,0,1,0
46434,46434,50,4,205,2,0,0,1,0,0,0,0,1,0
13390,13390,50,2,0,0,0,1,0,0,0,0,0,1,0
33262,33262,50,2,365,2,0,1,0,0,0,0,0,1,0
27837,27837,50,14,0,0,0,1,0,0,0,0,0,1,0
23276,23276,50,7,35,9,0,1,0,0,0,0,0,1,0
27543,27543,50,2,0,0,0,0,0,1,0,0,0,1,0
25471,25471,50,1,0,3,0,0,1,0,0,0,0,1,0
43642,43642,50,1,63,3,0,1,0,0,0,0,0,0,1
80,80,50,1,0,2,0,0,1,0,0,0,0,1,0
44913,44913,50,2,112,16,0,0,1,0,0,0,0,1,0
24970,24970,50,1,75,101,0,0,0,1,0,0,0,1,0
8056,8056,50,2,0,0,0,0,1,0,0,0,0,1,0
23367,23367,50,2,328,91,0,0,0,1,0,0,0,1,0
13416,13416,50,4,141,107,0,0,1,0,0,0,0,1,0
41488,41488,50,2,348,16,0,0,0,1,0,0,0,1,0
12014,12014,50,10,0,1,0,1,0,0,0,0,0,1,0
8066,8066,50,1,33,8,0,0,0,1,0,0,0,1,0
8545,8545,50,3,0,2,0,1,0,0,0,0,0,1,0
12153,12153,50,1,0,0,0,1,0,0,0,0,0,1,0
6811,6811,50,1,0,1,0,1,0,0,0,0,0,1,0
12265,12265,50,1,0,1,0,1,0,0,0,0,0,1,0
12013,12013,50,3,0,1,0,0,1,0,0,1,0,0,0
30395,30395,50,13,0,0,0,0,1,0,0,0,0,1,0
13417,13417,50,1,0,0,0,1,0,0,0,0,0,1,0
33255,33255,50,1,63,0,0,1,0,0,0,0,0,1,0
804,804,50,3,15,24,0,1,0,0,0,0,0,1,0
6801,6801,50,14,0,0,0,1,0,0,0,0,0,1,0
30392,30392,50,2,70,83,0,0,1,0,0,0,0,1,0
33265,33265,50,2,365,2,0,1,0,0,0,0,0,1,0
37018,37018,50,7,70,1,0,1,0,0,0,0,0,1,0
773,773,50,14,57,18,0,1,0,0,0,0,0,1,0
19727,19727,50,2,0,97,0,1,0,0,0,0,0,1,0
26083,26083,50,3,0,2,0,1,0,0,0,0,0,1,0
18140,18140,50,1,0,171,0,1,0,0,0,0,0,1,0
44152,44152,50,1,81,18,1,0,0,0,0,0,0,1,0
22999,22999,50,3,0,5,0,0,1,0,0,0,0,1,0
46401,46401,50,2,335,2,0,0,0,0,1,0,0,1,0
24449,24449,50,5,1,5,0,1,0,0,0,0,0,1,0
18138,18138,50,1,0,186,0,1,0,0,0,0,0,1,0
43087,43087,50,2,90,4,0,0,0,1,0,0,0,1,0
28995,28995,50,2,2,6,0,0,0,1,0,0,0,1,0
46410,46410,50,1,72,2,0,0,1,0,0,0,0,0,1
29584,29584,50,30,266,2,0,0,1,0,0,0,0,1,0
50379,50379,50,13,364,0,0,1,0,0,0,0,0,1,0
384,384,50,2,154,282,0,1,0,0,0,0,0,1,0
16474,16474,50,1,268,96,0,0,0,1,0,0,0,1,0
41218,41218,50,14,159,0,0,0,0,1,0,0,0,1,0
30353,30353,50,2,0,62,0,0,1,0,0,0,0,1,0
26027,26027,50,10,0,0,0,0,1,0,0,1,0,0,0
23467,23467,50,1,0,84,0,1,0,0,0,0,0,1,0
35645,35645,50,7,164,1,0,1,0,0,0,0,0,1,0
23387,23387,50,1,0,4,0,0,0,1,0,0,0,1,0
13380,13380,50,1,0,1,0,1,0,0,0,0,0,1,0
28987,28987,50,30,0,4,0,0,1,0,0,0,0,1,0
11413,11413,50,5,0,12,0,1,0,0,0,0,0,1,0
24639,24639,50,14,0,0,0,1,0,0,0,0,0,1,0
40638,40638,50,2,36,19,0,0,1,0,0,0,0,1,0
46427,46427,50,1,355,2,0,1,0,0,0,0,0,0,1
45816,45816,50,1,88,4,1,0,0,0,0,0,0,1,0
46430,46430,50,2,161,8,0,0,0,1,0,0,0,1,0
6929,6929,50,1,0,1,0,1,0,0,0,0,0,1,0
24708,24708,50,2,0,0,0,0,1,0,0,0,0,1,0
15745,15745,50,1,0,2,0,1,0,0,0,1,0,0,0
47005,47005,50,90,97,0,0,0,1,0,0,0,0,1,0
48731,48731,50,7,83,1,0,1,0,0,0,0,0,1,0
28501,28501,50,2,0,2,0,0,1,0,0,0,0,1,0
4926,4926,50,5,5,7,0,0,0,1,0,0,0,1,0
14409,14409,50,1,0,135,0,1,0,0,0,0,0,1,0
1847,1847,50,31,325,12,0,1,0,0,0,0,0,1,0
14411,14411,50,3,0,3,0,1,0,0,0,0,0,1,0
44516,44516,50,105,199,0,0,1,0,0,0,0,0,1,0
40994,40994,50,4,0,2,0,1,0,0,0,0,0,1,0
34301,34301,50,1,42,64,0,1,0,0,0,0,0,1,0
26406,26406,50,20,312,1,0,1,0,0,0,0,0,1,0
3147,3147,50,1,0,1,0,0,0,1,0,0,0,1,0
48724,48724,50,2,347,2,0,1,0,0,0,1,0,0,0
34786,34786,50,1,33,70,0,1,0,0,0,0,0,1,0
49497,49497,50,1,4,1,0,0,1,0,0,0,0,1,0
47532,47532,50,4,0,0,0,0,1,0,0,0,0,1,0
24129,24129,50,1,0,1,0,1,0,0,0,0,0,1,0
17448,17448,50,2,0,10,0,0,0,1,0,0,0,1,0
15224,15224,50,3,0,4,0,1,0,0,0,0,0,1,0
48702,48702,50,2,84,0,0,0,0,1,0,0,0,1,0
4841,4841,50,5,0,3,0,0,0,1,0,0,0,1,0
37253,37253,50,1,364,18,1,0,0,0,0,0,0,1,0
22058,22058,50,1,0,0,0,1,0,0,0,0,0,1,0
28506,28506,50,3,343,42,0,0,0,1,0,0,0,1,0
31278,31278,50,1,0,5,0,0,0,1,0,0,0,1,0
28657,28657,50,7,309,7,0,1,0,0,0,0,0,1,0
19006,19006,50,2,0,3,0,0,1,0,0,0,0,1,0
26501,26501,50,2,0,2,0,1,0,0,0,0,0,1,0
21387,21387,50,1,0,0,0,0,1,0,0,0,0,1,0
21385,21385,50,365,362,0,1,0,0,0,0,0,0,1,0
24128,24128,50,3,0,5,0,0,1,0,0,0,0,0,1
10653,10653,50,1,0,0,0,0,1,0,0,0,0,1,0
3173,3173,50,1,0,0,0,0,0,1,0,0,0,1,0
49494,49494,50,90,121,0,0,1,0,0,0,0,0,1,0
38877,38877,50,1,320,76,0,0,0,1,0,1,0,0,0
17434,17434,50,30,200,101,0,1,0,0,0,0,0,1,0
40155,40155,50,2,52,6,0,1,0,0,0,0,0,1,0
14381,14381,50,7,0,4,0,1,0,0,0,0,0,1,0
34806,34806,50,5,0,2,0,1,0,0,0,0,0,1,0
48795,48795,50,2,157,0,0,1,0,0,0,0,0,1,0
26402,26402,50,3,0,2,0,1,0,0,0,0,0,1,0
14376,14376,50,1,0,3,0,1,0,0,0,0,0,1,0
11827,11827,50,1,0,2,0,0,1,0,0,0,0,1,0
1867,1867,50,3,364,15,0,1,0,0,0,0,0,0,1
15918,15918,50,2,0,6,0,1,0,0,0,0,0,1,0
38163,38163,50,1,365,13,0,0,0,0,1,0,0,1,0
4997,4997,50,3,0,3,0,1,0,0,0,0,0,1,0
34807,34807,50,1,0,0,0,1,0,0,0,0,0,1,0
48804,48804,50,3,357,0,0,1,0,0,0,0,0,1,0
49491,49491,50,2,75,1,0,0,0,1,0,0,0,1,0
11042,11042,50,3,0,2,0,1,0,0,0,0,0,1,0
47583,47583,50,1,354,10,0,0,0,1,0,0,0,1,0
42579,42579,50,1,0,16,0,1,0,0,0,0,0,1,0
3066,3066,50,1,310,104,0,1,0,0,0,0,0,1,0
4945,4945,50,24,0,0,0,1,0,0,0,1,0,0,0
31271,31271,50,2,0,14,0,1,0,0,0,0,0,1,0
4952,4952,50,1,0,180,0,0,0,1,0,0,0,1,0
15274,15274,50,1,0,2,0,1,0,0,0,0,0,1,0
4954,4954,50,1,345,216,0,0,0,1,0,0,0,1,0
42115,42115,50,20,187,0,0,0,1,0,0,0,0,1,0
3064,3064,50,5,0,3,0,1,0,0,0,0,0,1,0
34796,34796,50,30,365,1,0,0,1,0,0,0,0,1,0
42110,42110,50,2,0,5,0,1,0,0,0,0,0,1,0
14392,14392,50,7,0,2,0,1,0,0,0,0,0,1,0
44038,44038,50,3,69,0,0,0,1,0,0,0,0,1,0
23983,23983,50,1,340,21,0,1,0,0,0,0,0,1,0
23834,23834,50,2,0,2,0,0,1,0,0,0,0,1,0
39192,39192,50,4,173,7,0,0,1,0,0,0,0,1,0
42114,42114,50,3,28,16,0,0,0,1,0,0,0,1,0
31333,31333,50,7,0,1,0,1,0,0,0,0,0,1,0
4829,4829,50,5,0,2,0,1,0,0,0,0,0,1,0
4828,4828,50,5,0,0,0,1,0,0,0,0,0,1,0
15182,15182,50,3,0,0,0,1,0,0,0,0,0,1,0
17716,17716,50,1,0,0,0,1,0,0,0,0,0,1,0
3265,3265,50,10,0,4,0,1,0,0,0,1,0,0,0
25080,25080,50,4,0,3,0,0,1,0,0,0,0,1,0
38903,38903,50,7,188,2,0,1,0,0,0,0,0,1,0
31388,31388,50,2,52,37,0,1,0,0,0,0,0,1,0
21454,21454,50,7,0,0,0,0,1,0,0,0,0,1,0
22026,22026,50,1,0,24,0,1,0,0,0,0,0,0,1
18694,18694,50,1,0,37,0,1,0,0,0,0,0,0,1
32124,32124,50,1,0,43,1,0,0,0,0,0,0,1,0
10637,10637,50,1,0,1,0,1,0,0,0,0,0,1,0
4742,4742,50,7,0,12,1,0,0,0,0,0,0,1,0
47643,47643,50,1,90,3,1,0,0,0,0,0,0,1,0
34328,34328,50,5,0,0,0,1,0,0,0,0,0,1,0
47650,47650,50,1,346,15,0,0,0,1,0,0,0,1,0
48639,48639,50,1,32,4,0,1,0,0,0,0,0,1,0
15177,15177,50,1,327,87,0,1,0,0,0,1,0,0,0
4700,4700,50,15,55,16,0,1,0,0,0,0,0,1,0
36689,36689,50,4,340,10,0,1,0,0,0,0,0,1,0
31424,31424,50,4,0,4,0,0,1,0,0,0,0,1,0
23868,23868,50,1,46,155,1,0,0,0,0,0,0,1,0
44538,44538,50,1,174,10,0,1,0,0,0,0,0,1,0
14512,14512,50,2,347,81,0,0,1,0,0,0,0,1,0
4667,4667,50,1,0,19,0,0,1,0,0,0,0,1,0
25202,25202,50,5,20,80,0,1,0,0,0,0,0,1,0
39153,39153,50,7,39,13,0,0,0,1,0,0,0,1,0
42186,42186,50,2,32,9,0,1,0,0,0,0,0,1,0
24110,24110,50,2,57,108,0,1,0,0,0,0,0,1,0
10310,10310,50,3,0,0,0,1,0,0,0,0,0,1,0
4698,4698,50,4,0,2,0,0,0,1,0,0,0,1,0
48622,48622,50,1,365,0,0,0,0,1,0,0,0,1,0
48623,48623,50,1,344,0,0,0,1,0,0,1,0,0,0
38655,38655,50,1,17,55,0,1,0,0,0,0,0,1,0
5007,5007,50,1,0,5,0,1,0,0,0,0,0,1,0
24117,24117,50,2,257,22,0,1,0,0,0,0,0,1,0
36681,36681,50,4,7,38,0,0,1,0,0,0,0,1,0
19237,19237,50,2,0,1,0,1,0,0,0,0,0,0,1
28663,28663,50,1,0,42,0,0,0,1,0,0,0,1,0
42167,42167,50,1,80,3,0,1,0,0,0,0,0,1,0
36787,36787,50,2,335,3,0,1,0,0,0,0,0,1,0
11531,11531,50,3,278,0,0,1,0,0,0,0,0,1,0
17732,17732,50,1,0,163,0,0,0,1,0,0,0,1,0
42173,42173,50,1,347,33,0,0,0,1,0,0,0,1,0
22607,22607,50,7,0,3,0,0,1,0,0,0,0,1,0
28661,28661,50,1,232,48,1,0,0,0,0,0,0,1,0
15932,15932,50,15,0,1,0,1,0,0,0,1,0,0,0
39177,39177,50,1,298,64,0,1,0,0,0,0,0,1,0
19240,19240,50,2,141,87,1,0,0,0,0,0,0,1,0
40096,40096,50,1,76,1,0,0,1,0,0,0,0,1,0
25162,25162,50,2,101,3,0,1,0,0,0,0,0,1,0
47600,47600,50,2,0,3,0,1,0,0,0,0,0,1,0
4764,4764,50,5,75,23,0,1,0,0,0,0,0,1,0
1394,1394,50,7,0,1,0,0,1,0,0,0,0,1,0
10933,10933,50,3,0,1,0,1,0,0,0,0,0,1,0
34756,34756,50,1,357,13,1,0,0,0,0,0,0,0,1
28802,28802,50,1,311,88,0,1,0,0,0,0,0,1,0
25332,25332,50,2,161,39,0,1,0,0,0,0,0,1,0
22611,22611,50,1,30,110,0,1,0,0,0,0,0,1,0
25309,25309,50,1,174,56,0,1,0,0,0,0,0,1,0
15191,15191,50,5,51,48,0,1,0,0,0,0,0,1,0
48664,48664,50,1,338,6,0,0,0,1,0,0,0,1,0
17461,17461,50,2,0,7,0,0,0,1,0,0,0,1,0
14468,14468,50,5,172,85,0,0,0,1,0,0,0,1,0
49504,49504,50,90,218,0,0,1,0,0,0,0,0,1,0
25075,25075,50,3,0,1,0,0,1,0,0,0,0,1,0
26841,26841,50,5,0,2,0,1,0,0,0,1,0,0,0
48660,48660,50,1,160,5,0,0,1,0,0,0,0,1,0
21420,21420,50,7,0,0,0,1,0,0,0,0,0,1,0
17460,17460,50,1,19,35,0,1,0,0,0,0,0,1,0
10680,10680,50,3,0,4,0,1,0,0,0,0,0,1,0
11046,11046,50,7,0,1,0,1,0,0,0,0,0,1,0
32776,32776,50,1,351,71,0,0,0,1,0,0,0,1,0
10194,10194,50,1,0,0,0,0,0,0,1,0,0,1,0
25713,25713,50,1,154,4,0,0,0,1,0,0,0,1,0
41784,41784,50,1,0,25,0,1,0,0,0,0,0,1,0
48932,48932,50,1,20,0,0,0,0,1,0,0,0,1,0
38834,38834,50,2,0,0,0,0,1,0,0,0,0,1,0
26744,26744,50,2,0,0,0,1,0,0,0,0,0,1,0
28624,28624,50,2,326,38,0,0,0,1,0,0,0,1,0
34843,34843,50,30,339,0,0,1,0,0,0,0,0,1,0
37185,37185,50,4,0,1,0,0,0,1,0,1,0,0,0
21249,21249,50,2,0,34,0,0,0,1,0,0,0,1,0
17402,17402,50,1,80,35,0,0,0,1,0,0,0,1,0
40327,40327,50,1,354,63,0,0,0,1,0,0,0,1,0
47316,47316,50,30,335,0,0,0,1,0,0,0,0,1,0
23647,23647,50,1,0,3,0,1,0,0,0,0,0,1,0
16220,16220,50,2,0,1,0,1,0,0,0,0,0,1,0
47315,47315,50,30,365,0,0,0,1,0,0,0,0,1,0
41781,41781,50,1,360,15,0,1,0,0,0,0,0,1,0
34244,34244,50,1,106,4,0,0,0,1,0,0,0,1,0
48911,48911,50,1,361,1,0,0,1,0,0,0,0,0,1
37188,37188,50,7,0,0,0,1,0,0,0,0,0,1,0
5186,5186,50,14,0,5,0,0,1,0,0,0,0,1,0
10717,10717,50,1,0,0,0,1,0,0,0,0,0,1,0
17110,17110,50,1,0,70,0,1,0,0,0,0,0,0,1
40169,40169,50,7,0,4,0,0,0,0,1,0,0,1,0
42638,42638,50,4,4,4,0,0,0,1,0,0,0,1,0
10908,10908,50,6,345,5,0,1,0,0,0,0,0,1,0
32751,32751,50,1,359,106,0,0,0,1,0,0,0,1,0
22164,22164,50,2,0,1,0,1,0,0,0,0,0,1,0
10720,10720,50,1,76,88,0,0,0,1,0,0,0,1,0
15886,15886,50,2,0,56,0,1,0,0,0,0,0,1,0
22576,22576,50,1,339,0,0,1,0,0,0,0,0,1,0
41610,41610,50,1,1,19,0,0,0,1,0,1,0,0,0
26516,26516,50,2,0,82,0,0,1,0,0,0,0,1,0
26753,26753,50,2,0,4,1,0,0,0,0,0,0,1,0
47314,47314,50,30,335,0,0,0,1,0,0,0,0,1,0
47312,47312,50,30,365,0,0,0,1,0,0,0,0,1,0
28551,28551,50,1,0,0,0,0,0,1,0,0,0,1,0
42682,42682,50,3,175,5,0,1,0,0,0,0,0,1,0
5319,5319,50,1,365,41,0,0,0,1,0,0,0,1,0
5320,5320,50,3,70,52,0,1,0,0,0,0,0,1,0
1242,1242,50,2,0,207,0,1,0,0,0,0,0,1,0
19282,19282,50,14,353,94,0,0,0,1,0,0,0,1,0
48975,48975,50,6,228,0,1,0,0,0,0,0,0,1,0
21219,21219,50,1,0,9,0,1,0,0,0,0,0,1,0
2780,2780,50,60,354,14,0,1,0,0,0,0,0,1,0
11868,11868,50,7,0,1,0,1,0,0,0,1,0,0,0
21215,21215,50,5,0,1,0,0,1,0,0,0,0,1,0
48984,48984,50,1,164,1,0,1,0,0,0,0,0,1,0
15864,15864,50,5,0,1,0,1,0,0,0,0,0,1,0
5348,5348,50,21,122,39,0,0,0,1,0,0,0,1,0
11612,11612,50,1,0,1,0,1,0,0,0,0,0,1,0
47313,47313,50,30,365,0,0,0,1,0,0,0,0,1,0
14205,14205,50,1,0,0,0,1,0,0,0,0,0,1,0
26736,26736,50,1,18,16,0,1,0,0,0,0,0,1,0
10738,10738,50,1,337,54,0,0,1,0,0,0,0,1,0
47310,47310,50,30,280,0,0,0,1,0,0,0,0,0,1
42668,42668,50,2,6,9,0,0,1,0,0,0,0,1,0
48952,48952,50,1,363,1,0,0,1,0,0,0,0,1,0
18664,18664,50,1,0,2,0,1,0,0,0,0,0,1,0
5288,5288,50,3,9,8,0,1,0,0,0,0,0,1,0
49862,49862,50,2,172,0,0,0,0,1,0,0,0,1,0
2814,2814,50,3,346,12,0,0,1,0,0,0,0,1,0
31106,31106,50,1,43,5,0,0,1,0,0,0,0,1,0
23789,23789,50,2,0,1,0,0,1,0,0,0,0,1,0
10171,10171,50,1,0,38,0,0,1,0,0,0,0,1,0
36913,36913,50,2,67,34,0,0,0,1,0,0,0,1,0
15395,15395,50,2,0,8,0,0,1,0,0,0,0,1,0
5302,5302,50,2,165,12,0,1,0,0,0,0,0,1,0
47293,47293,50,2,8,3,0,1,0,0,0,0,0,1,0
4655,4655,50,5,308,0,0,0,0,1,0,0,0,1,0
33025,33025,50,100,281,0,0,1,0,0,0,0,0,1,0
33023,33023,50,100,188,2,0,1,0,0,0,0,0,1,0
42599,42599,50,5,248,2,0,1,0,0,0,0,0,1,0
10230,10230,50,2,0,0,0,0,1,0,0,0,0,1,0
31226,31226,50,5,38,15,0,0,1,0,0,0,0,1,0
47411,47411,50,1,33,2,0,1,0,0,0,0,0,1,0
32267,32267,50,2,0,41,1,0,0,0,0,0,0,1,0
42091,42091,50,3,363,0,0,0,0,1,0,0,0,1,0
28496,28496,50,1,154,83,0,0,0,1,0,0,0,1,0
31224,31224,50,2,0,12,0,1,0,0,0,0,0,1,0
44717,44717,50,1,64,12,0,0,0,1,0,0,0,1,0
32277,32277,50,2,3,18,0,1,0,0,0,0,0,1,0
47400,47400,50,1,180,0,0,1,0,0,0,0,0,1,0
14314,14314,50,4,0,1,0,1,0,0,0,0,0,1,0
27170,27170,50,4,0,0,0,1,0,0,0,0,0,1,0
19266,19266,50,30,0,2,0,1,0,0,0,0,0,1,0
32268,32268,50,1,0,32,0,0,1,0,0,0,0,0,1
25723,25723,50,3,0,1,0,0,1,0,0,0,0,1,0
49819,49819,50,4,341,0,1,0,0,0,0,0,0,1,0
38856,38856,50,1,2,63,0,1,0,0,0,0,0,1,0
44036,44036,50,3,74,8,0,0,1,0,0,0,0,1,0
44708,44708,50,7,331,5,1,0,0,0,0,0,0,1,0
10236,10236,50,2,0,0,0,1,0,0,0,0,0,1,0
5026,5026,50,7,0,1,0,1,0,0,0,0,0,1,0
