,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2957,2957,1919896,Sunny 2 bedroom in Prospect/Crown Heights,1345452,Nico,Brooklyn,Crown Heights,40.67689,-73.95878,Entire home/apt,150,5,11,2017-05-25,0.15,1,0
28958,28968,24366289,Art apartment,183707967,Dionyssios,Manhattan,Washington Heights,40.85329,-73.9291,Entire home/apt,150,2,39,2019-11-10,1.97,4,0
22833,22834,19768829,"Cozy 1 bedroom apt, Quiet, Near metro, East side",3792860,Elena,Manhattan,Upper East Side,40.77052,-73.95485,Entire home/apt,150,1,0,,,2,0
28965,28975,24372235,Cozy studio in the Lower East Side #9,158969505,Karen,Manhattan,Lower East Side,40.72192,-73.9928,Entire home/apt,150,30,4,2019-10-18,0.23,10,299
7202,7202,5823337,Beautiful 2BR Upper West Side,30224326,Matthew,Manhattan,Morningside Heights,40.8063,-73.96268,Entire home/apt,150,7,2,2016-08-11,0.05,1,0
22804,22805,19757672,Quiet Studio in Midtown manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74965,-73.97565999999998,Entire home/apt,150,30,1,2018-04-10,0.05,50,365
28984,28994,24392338,Amazing East Village Xtra Large Studio Apartment!,160356,Joseph,Manhattan,East Village,40.72361,-73.9847,Entire home/apt,150,1,143,2019-12-03,7.4,4,253
28985,28995,24392856,Sunny Crown Heights Studio,55924743,Hannah,Brooklyn,Crown Heights,40.67673,-73.9447,Entire home/apt,150,2,3,2018-05-28,0.15,1,0
11511,11511,9490959,Brooklyn Comfort.,49191712,Stephen Dayo,Brooklyn,Bedford-Stuyvesant,40.69372,-73.94578,Entire home/apt,150,2,70,2019-11-16,1.46,1,63
18104,18104,15450848,A Life in Brooklyn,25010766,Joseph,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93058,Entire home/apt,150,2,61,2017-09-02,1.59,1,0
22773,22774,19731249,Stunning Spacious Artist Loft,138938451,Andrea,Brooklyn,Williamsburg,40.70635,-73.93588000000003,Entire home/apt,150,3,6,2017-09-23,0.21,1,0
3327,3327,2155345,Bushwick Bungalow,10995590,Cat,Brooklyn,Bushwick,40.70014000000001,-73.92705,Entire home/apt,150,1,1,2015-10-14,0.02,1,0
15445,15445,13209493,Family Friendly 2 BR in Park Slope Brooklyn,60928872,Andrea,Brooklyn,Park Slope,40.67002,-73.98496,Entire home/apt,150,3,3,2016-08-08,0.07,1,0
28576,28586,23943945,Modern Brooklyn Luxury 1 Bedroom,97964040,Kristen,Brooklyn,Boerum Hill,40.68417,-73.98215,Entire home/apt,150,1,3,2018-05-10,0.15,1,0
18016,18016,15342701,"New, elegant private apartment for 2 near JFK",97825348,Frank,Queens,Arverne,40.59065,-73.79563,Entire home/apt,150,2,25,2019-11-09,0.66,1,88
10497,10497,8665778,Huge loft type 1 bedroom in NYC,22044830,Sol,Brooklyn,Bushwick,40.68697,-73.91592,Private room,150,1,0,,,1,0
7590,7590,6252815,Park Slope Garden Level Studio,32479008,Christiana,Brooklyn,Park Slope,40.66936,-73.98116,Entire home/apt,150,7,52,2019-11-22,0.96,1,218
23403,23404,20175518,Extra Large 1 Bedroom in Kensington/Ditmas Park,6658169,Michelle,Brooklyn,Kensington,40.63907,-73.97399,Entire home/apt,150,2,0,,,1,0
24337,24344,20912583,Classic Harlem Garden Apartment,3557641,Jed,Manhattan,East Harlem,40.80998,-73.93899,Entire home/apt,150,5,45,2019-11-29,1.73,1,161
16649,16649,13941998,Private studio in the heart of Park Slope,34543957,Jasna,Brooklyn,Park Slope,40.67819,-73.98084,Entire home/apt,150,3,10,2017-11-15,0.25,1,0
10479,10479,8649144,Spacious & Bright 1BR Williamsburg,8733761,Eli,Brooklyn,Williamsburg,40.70821,-73.95187,Entire home/apt,150,5,9,2016-10-16,0.18,1,0
28172,28182,23594177,Minimalist Brooklyn Artist's Loft (Fort Greene),25096301,Ryan,Brooklyn,Fort Greene,40.68524,-73.97463,Entire home/apt,150,2,9,2019-07-24,0.44,2,0
28175,28185,23596025,Upper West Apartment next to Central Park NEW!,43180601,Alejandra,Manhattan,Upper West Side,40.79913,-73.9632,Entire home/apt,150,12,0,,,1,0
1903,1903,915020,Garden Apartment in Park Slope,181756,Roslyn,Brooklyn,South Slope,40.66414,-73.98456999999998,Entire home/apt,150,3,150,2019-11-19,1.86,1,336
23370,23371,20156079,Chic Williamsburg Apartment 2 Bedroom,126531152,Francesca,Brooklyn,Williamsburg,40.713,-73.94381,Entire home/apt,150,1,4,2017-08-14,0.14,1,0
14008,14008,11840404,1 BR High End Renovations & Design,61391963,Corporate Housing,Manhattan,Kips Bay,40.74025,-73.97896,Entire home/apt,150,30,10,2019-08-01,0.34,99,245
23369,23370,20155864,"New house in Rockaway Beach, NYC!",519720,Anna,Queens,Arverne,40.59425,-73.79505999999998,Entire home/apt,150,2,2,2019-03-11,0.07,1,358
10467,10467,8635363,Studio in Amazing UES Location,20008462,Sara,Manhattan,Upper East Side,40.76643,-73.95809,Entire home/apt,150,1,2,2016-03-18,0.04,1,0
23352,23353,20148331,"BIG-3 BDRM house, 1hr to Manhattan, near beach",7927832,Yulia,Staten Island,"Bay Terrace, Staten Island",40.55182,-74.14439,Entire home/apt,150,3,1,2018-08-16,0.06,1,0
23349,23350,20147628,Beautiful modern apartment with private deck!,4391397,Eva,Brooklyn,Windsor Terrace,40.65783,-73.98236,Entire home/apt,150,2,7,2019-08-21,0.42,2,62
7062,7062,5661603,2 bedroom home in Brooklyn,27755788,Gian-Murray,Brooklyn,Park Slope,40.67812,-73.97353000000003,Entire home/apt,150,6,1,2018-08-26,0.06,1,249
28209,28219,23626598,SQUARE Village Suite/free street parking +wifi,116839989,Ez,Manhattan,East Village,40.73032,-73.98298,Entire home/apt,150,180,13,2019-09-01,0.73,6,186
23331,23332,20134321,1-BR Apartment in the Heart of Williamsburg,10128779,Joseph,Brooklyn,Williamsburg,40.71759,-73.96641,Entire home/apt,150,4,10,2019-07-08,0.36,1,3
26267,26277,22028109,Serene artistic apartment in Redhook,2079259,Sarah,Brooklyn,Red Hook,40.67645,-74.01418000000002,Entire home/apt,150,4,2,2019-09-14,0.09,1,56
23327,23328,20125262,Chateau de Lambert,66604973,Chris,Brooklyn,Greenpoint,40.72646,-73.95598000000003,Entire home/apt,150,1,0,,,1,0
16631,16631,13934790,Romantic Art-Filled Apartment with Large Backyard,21493738,Natalie,Brooklyn,Crown Heights,40.66957,-73.94804,Entire home/apt,150,3,0,,,2,0
23316,23317,20118387,Zippy 2 bdrm apt. in artsy Bushwick,15572977,Alayna,Brooklyn,Bushwick,40.7005,-73.92554,Entire home/apt,150,3,1,2017-08-23,0.04,1,0
6334,6334,4842507,Two Bedrooms in Chelsea Apartment,6954001,Arian,Manhattan,Chelsea,40.74372,-73.99682,Private room,150,1,0,,,1,0
23302,23303,20090389,Studio at Central Park North with fast/easy travel everywhere in NYC!,142855897,Lydia,Manhattan,East Harlem,40.79496,-73.94882,Entire home/apt,150,4,7,2018-09-30,0.4,1,0
16609,16609,13916105,Cozy room in the best neighborhood in town,54261444,Natalia,Manhattan,Greenwich Village,40.72869,-74.00157,Private room,150,6,0,,,1,0
1881,1881,892463,Ideal Location + Shower In Kitchen!,1758019,Wil,Manhattan,West Village,40.73084,-74.00431,Entire home/apt,150,3,9,2015-03-30,0.11,1,0
28248,28258,23651443,Matilda's House,32772480,Lorna,Brooklyn,Prospect-Lefferts Gardens,40.65923,-73.96030999999998,Entire home/apt,150,3,23,2019-11-28,1.12,2,138
10953,10953,9078222,"Prospect Park 3 bdrm, Sleeps 8 (#2)",47219962,Babajide,Brooklyn,Prospect-Lefferts Gardens,40.66086,-73.96159,Entire home/apt,150,2,142,2019-11-11,2.85,2,341
10950,10950,9074921,Spacious Williamsburg Apartment,8163703,Mariana,Brooklyn,Williamsburg,40.71238,-73.9559,Entire home/apt,150,3,12,2016-07-19,0.25,1,0
23420,23421,20186834,Spacious 2 Bedrooms w/ Private Entrance + Bathroom,4609956,Sarah,Brooklyn,Bedford-Stuyvesant,40.68249,-73.95683000000002,Private room,150,2,5,2018-08-31,0.18,3,153
1928,1928,925730,Large studio all to yourself,4980428,L,Manhattan,Chinatown,40.7189,-73.99654,Entire home/apt,150,7,14,2019-10-11,0.17,1,359
10947,10947,9065297,Charming 2 Bed apt/Uptown Manhattan,17713747,Polly,Manhattan,Washington Heights,40.85479,-73.93313,Entire home/apt,150,5,6,2016-11-26,0.12,3,187
11849,11849,9707469,"Brooklyn Heights ""Tree House""",7185488,Jeff,Brooklyn,Brooklyn Heights,40.69565,-73.99663000000002,Entire home/apt,150,8,0,,,1,0
16713,16713,13987276,"Cozy, two bedrooms in a shared apartment.",83476674,Carmen,Manhattan,Harlem,40.83065,-73.94708,Private room,150,1,1,2016-08-21,0.02,1,87
1974,1974,973128,Pretty One Bed in Brooklyn Heights,434473,Patricia,Brooklyn,Brooklyn Heights,40.69224000000001,-73.99638,Entire home/apt,150,30,48,2016-11-11,0.59,1,0
4774,4774,3683241,Spacious 2 bedroom 1 bathroom BRKLY,18726889,Suzanne,Brooklyn,Bushwick,40.68781,-73.91377,Entire home/apt,150,4,2,2014-08-21,0.03,1,0
16707,16707,13980860,LoraLisa's Flats,32772480,Lorna,Brooklyn,Prospect-Lefferts Gardens,40.66011,-73.95965,Entire home/apt,150,3,29,2019-11-10,1.89,2,132
26337,26347,22064262,Spacious beautiful studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74873,-73.97664,Hotel room,150,30,6,2019-11-22,0.34,50,365
27986,27996,23378281,Spacious Loft Bedroom in Brooklyn With 2 Beds,160721088,Nigel,Brooklyn,East Flatbush,40.63571,-73.92398,Private room,150,5,1,2019-04-24,0.13,1,0
13868,13868,11657285,"Lofty 1 BDR w/huge, private backyard",15835554,Jessica,Brooklyn,Gowanus,40.67553,-73.98533,Entire home/apt,150,2,0,,,1,0
26318,26328,22057431,A Well-Appointed Home in a Historic BK Brownstone,60523852,Tariq,Brooklyn,Bedford-Stuyvesant,40.68522,-73.94511999999997,Entire home/apt,150,3,2,2018-01-01,0.08,1,0
28025,28035,23435916,"Lovely, Modern Apartment in Park Slope, Brooklyn",174780742,David,Brooklyn,South Slope,40.66022,-73.98581,Entire home/apt,150,2,18,2019-11-14,0.96,1,301
7574,7574,6244461,Bright studio in the heart of Brooklyn,7290581,Juliana,Brooklyn,Prospect Heights,40.67847,-73.96694000000002,Entire home/apt,150,2,2,2017-01-14,0.05,1,0
5275,5275,4121173,Large Studio in Luxury Building,17249397,Sushant,Manhattan,Financial District,40.70499,-74.00819,Entire home/apt,150,1,2,2015-06-07,0.04,2,0
16603,16603,13914201,Gorgeous Manhattan Apt  - 15 mins to Times Square,324628,Lisa,Manhattan,Harlem,40.80403,-73.95125,Entire home/apt,150,5,126,2019-11-11,3.17,1,49
1946,1946,941179,Clean & Cozy Brooklyn 1 BR Gem  - Great location!,4085497,Michael,Brooklyn,Crown Heights,40.67296,-73.9501,Entire home/apt,150,2,48,2019-11-09,0.76,1,355
23436,23437,20191991,"Entire PVT 3BR townhouse apt, Brooklyn.❤️❤️❤️❤️❤️",16534981,Suzy,Brooklyn,Bedford-Stuyvesant,40.68133,-73.90947,Entire home/apt,150,21,6,2019-12-02,0.25,5,340
5281,5281,4127402,Brand New Furnished Brooklyn Apt.,21336880,Madison,Brooklyn,Crown Heights,40.67822,-73.95883,Entire home/apt,150,5,14,2016-11-01,0.26,1,0
28056,28066,23467186,MIDTOWN WEST NYC STUDIO,148945774,Clay,Manhattan,Hell's Kitchen,40.76686,-73.98555,Entire home/apt,150,5,13,2018-09-02,0.61,1,0
28061,28071,23470849,Perfect room in between walks&fun in Manhattan,22188,Laura,Manhattan,Upper West Side,40.78046,-73.98818,Private room,150,3,5,2019-10-05,0.61,2,351
26295,26305,22043565,Perfect UWS Prewar 1 bedroom apartment!,160991451,Maurine,Manhattan,Upper West Side,40.79119,-73.9782,Entire home/apt,150,5,6,2019-03-14,0.26,1,0
23430,23431,20190343,Kid-Friendly Cobble Hill Brooklyn Home,52425281,Reedu,Brooklyn,Boerum Hill,40.68614,-73.99082,Entire home/apt,150,4,0,,,1,0
1939,1939,935920,Great studio UWS,5049973,Melissa,Manhattan,Upper West Side,40.80029,-73.9711,Entire home/apt,150,35,4,2019-09-30,0.05,1,42
24330,24337,20902001,"Clean, bright room Williamsburg  near L and JMZ .",48276935,Alex,Brooklyn,Williamsburg,40.71229,-73.95782,Private room,150,1,0,,,1,0
13991,13991,11819422,King Size Room in Waterfront Home,13811875,Grace,Queens,Whitestone,40.79773,-73.81518,Private room,150,3,0,,,3,362
28078,28088,23486333,Convenient and Comfy - minutes from Manhattan!,3726127,Megan And Martin,Queens,Long Island City,40.75044000000001,-73.93961,Private room,150,4,0,,,1,0
23426,23427,20188905,"Spacious 1BR  in Park Slope, Brooklyn NEAR PARK",8345393,Alexandra,Brooklyn,South Slope,40.66563,-73.98669,Entire home/apt,150,2,3,2017-08-24,0.11,1,0
28099,28109,23514583,Vibrant chic upscale Chelsea Market High Line area,19043062,Regi,Manhattan,Chelsea,40.74057,-74.00263000000002,Hotel room,150,4,30,2019-10-06,1.55,2,139
13867,13867,11656750,"Sunny, enormous apt, historic bldg",17548437,Michael,Bronx,Melrose,40.8183,-73.91938,Entire home/apt,150,5,68,2019-11-10,1.51,1,67
28044,28054,23461056,Duke Ellington Studio,11262267,Fd,Manhattan,Upper West Side,40.80309000000001,-73.96883000000003,Entire home/apt,150,8,0,,,1,278
14018,14018,11850334,New 1BR: Midtown Modern in Manhattan,2682322,Ramy,Manhattan,Kips Bay,40.74381,-73.98016,Entire home/apt,150,2,0,,,1,0
10447,10447,8621113,Charming Mini Loft/ Lower East Side,4308094,Laure,Manhattan,Lower East Side,40.71848,-73.99091,Entire home/apt,150,1,2,2016-04-13,0.04,1,0
14027,14027,11863468,Stunning Elevator 1 BR Chelsea,61391963,Corporate Housing,Manhattan,Chelsea,40.74392,-74.00113,Entire home/apt,150,30,8,2019-10-27,0.24,99,365
7613,7613,6269808,Bright 3 bd/ 2 bath on the park.,233161,Mac,Brooklyn,Windsor Terrace,40.65246,-73.97369,Entire home/apt,150,6,0,,,1,0
26222,26232,22001233,NYC Gallery,12927770,Anton,Manhattan,Upper East Side,40.77995,-73.95621,Entire home/apt,150,3,0,,,1,0
2399,2399,1346003,1 Bedroom Railroad in Williamsburg,5605755,Amith,Brooklyn,Williamsburg,40.71652,-73.94309,Entire home/apt,150,3,57,2019-09-29,0.74,1,348
1783,1783,842494,Charming Studio Near Central Park!,148545,Lisa,Manhattan,Upper West Side,40.77886,-73.98444,Entire home/apt,150,7,1,2013-11-09,0.01,1,0
1782,1782,842167,1 BDR in Heart of Lower East side,2257960,Melanie,Manhattan,Chinatown,40.71593,-73.99031,Entire home/apt,150,4,15,2019-11-29,0.3,1,5
17984,17984,15308517,Fort Greene - Whole Apartment with washer & dryer,2910527,Lauren,Brooklyn,Fort Greene,40.68725,-73.97458,Entire home/apt,150,2,4,2017-05-13,0.1,1,0
3232,3232,2100174,Private Furnished Studio Apartment,10710522,Jessica,Manhattan,Upper East Side,40.77452,-73.94951,Entire home/apt,150,30,30,2019-11-16,0.43,1,87
26218,26228,22000255,"Cozy private room, 10 mins away from Central Park!",157728550,Kem,Manhattan,East Harlem,40.80219,-73.94383,Private room,150,1,132,2019-11-22,5.44,2,348
26214,26224,21997804,"Studio, Best Location near Columbus Circle",812331,Oliver,Manhattan,Hell's Kitchen,40.76691,-73.98545,Entire home/apt,150,7,1,2018-01-03,0.04,1,0
10388,10388,8553287,Cozy 2 Bedroom on famous St Marks,45023742,Anne,Manhattan,East Village,40.72623,-73.98451999999997,Entire home/apt,150,1,2,2016-01-07,0.04,1,0
5328,5328,4162292,Charming Full 1BR Apt w/Backyard,21601222,Joan,Brooklyn,Flatbush,40.63512,-73.95815,Entire home/apt,150,3,43,2019-09-29,0.9,1,342
7185,7185,5805232,Comfortable room near everything,3974808,Noah,Queens,Ditmars Steinway,40.7778,-73.9144,Private room,150,1,0,,,1,0
26203,26213,21995883,Chelsea urban style loft,79886089,Stephanie,Manhattan,Chelsea,40.74624,-73.99273000000002,Private room,150,5,4,2019-01-01,0.17,1,0
3223,3223,2092611,"Bright & cozy, private UES studio",10662294,Daria,Manhattan,Upper East Side,40.77519,-73.95688,Entire home/apt,150,9,9,2017-09-05,0.12,1,0
5341,5341,4171272,"Clean, Bright 1BD in Bushwick!",21645208,Grace,Brooklyn,Bushwick,40.69917,-73.93146,Entire home/apt,150,1,3,2016-01-02,0.05,1,0
1768,1768,838070,Brooklyn Apt: 1 Bedroom w/Garden,240048,Katherine / François,Brooklyn,Sunset Park,40.66059,-73.99361,Entire home/apt,150,10,10,2019-10-22,0.2,2,0
28513,28523,23882240,Large Studio in South Williamsburg,10132406,Michael,Brooklyn,Williamsburg,40.71015,-73.96591,Entire home/apt,150,3,2,2018-08-27,0.1,1,0
24355,24362,20927532,Prime Brownstone Brooklyn Apartment with Garden,1963215,Michael,Brooklyn,Carroll Gardens,40.68227,-73.99948,Entire home/apt,150,30,5,2019-03-06,0.3,1,195
1754,1754,829083,"Steps From Art, Shopping & Eats",4345735,Jennifer,Brooklyn,Prospect Heights,40.67378,-73.96471,Entire home/apt,150,3,11,2014-12-26,0.13,1,0
4884,4884,3782283,HUGE space at the heart of Meatpacking - Chelsea .,7196556,Eilon,Manhattan,Chelsea,40.73986,-74.00035,Entire home/apt,150,2,1,2014-09-01,0.02,1,0
16545,16545,13881920,Prime west village! design 1BR~Best Value,2119276,Host,Manhattan,Greenwich Village,40.73478,-73.99791,Entire home/apt,150,30,11,2019-10-23,0.37,40,97
26190,26200,21989166,New Brooklyn HotSpot,105758291,Junior,Brooklyn,East Flatbush,40.6467,-73.94841,Entire home/apt,150,4,51,2019-11-16,2.93,1,136
1751,1751,828553,Location AND Space in the city!!,3882661,Ms,Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,150,3,27,2019-07-28,0.39,2,0
23087,23088,19933967,Charming studio in midtown east Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74948,-73.97685,Entire home/apt,150,30,0,,,50,365
23086,23087,19932802,West / Greenwich Village Apartment Private Bedroom,45399737,Esther,Manhattan,Greenwich Village,40.7292,-73.99964,Private room,150,2,12,2019-11-20,0.42,2,68
16526,16526,13876681,Cozy Room Times Square + ALL Museums Free Pass,82096395,Sergio,Manhattan,Hell's Kitchen,40.75981,-73.99118,Private room,150,5,22,2019-10-17,0.54,1,173
28547,28557,23918586,"Clean Private Room, 10 min from 2 subway lines.",22710535,Ben,Brooklyn,Bedford-Stuyvesant,40.68659,-73.92949,Private room,150,1,1,2018-03-25,0.05,1,0
10974,10974,9093866,2-bedroom in Landmark building on W116th. Special,47414802,Jason,Manhattan,Harlem,40.8035,-73.95105,Entire home/apt,150,9,8,2019-08-18,0.22,2,0
5351,5351,4180643,luxury one bedroom apt in prime LES location,21688467,Avril,Manhattan,Lower East Side,40.71814000000001,-73.98411,Entire home/apt,150,30,10,2019-10-13,0.16,1,362
23077,23078,19929209,Cozy Studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74838,-73.97695,Entire home/apt,150,30,1,2017-09-17,0.04,50,353
23176,23177,19998689,Sunny & Cozy Room in Top Floor Apt with Terrace,2596096,Aleksandar,Queens,Astoria,40.75705,-73.91459,Private room,150,2,4,2019-03-09,0.14,1,0
10413,10413,8589729,Magnolia House Saint George,45201692,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,150,1,119,2019-11-16,2.35,1,250
3204,3204,2083749,STYLISH NYC OASIS NEAR CENTRAL PARK,10643341,Rt,Manhattan,Upper West Side,40.80033,-73.96509,Entire home/apt,150,90,54,2019-01-10,0.8,1,288
10444,10444,8616102,Cozy Upper East Side Apartment,13487080,Mary,Manhattan,Upper East Side,40.77065,-73.95205,Private room,150,1,1,2015-10-11,0.02,1,0
11878,11878,9715973,Amazing view midtown studio,50157334,Ada,Manhattan,Kips Bay,40.74285,-73.97468,Entire home/apt,150,5,1,2015-12-27,0.02,1,0
23267,23268,20055944,Cozy centrally located room in the East village,3666809,Mercy,Manhattan,East Village,40.72962,-73.98449000000002,Private room,150,1,6,2018-04-09,0.28,1,0
26259,26269,22020827,Cosy 2-Bedroom in Bubbly Part of Manhattan,32237865,Joëlle,Manhattan,Harlem,40.80756,-73.94886,Entire home/apt,150,4,6,2019-11-24,0.25,1,8
23264,23265,20054400,"Clean, Spacious Place on a Tree-Lined Street",142078178,Melody,Brooklyn,Crown Heights,40.66953,-73.9493,Entire home/apt,150,2,1,2017-07-30,0.03,1,0
23262,23263,20053839,Greenpoint Guesthouse with 2 Private Patios,142483517,Andy,Brooklyn,Greenpoint,40.72854,-73.95626999999998,Entire home/apt,150,3,33,2019-11-10,1.21,1,73
28317,28327,23703407,Home Away From Home -1,147721837,Karen,Brooklyn,East New York,40.66633,-73.87473,Entire home/apt,150,4,3,2018-10-15,0.15,3,74
16587,16587,13905833,1 BDR PRIME HELLS KITCHEN LOCATION,82444858,Gilbert,Manhattan,Hell's Kitchen,40.7672,-73.98456999999998,Entire home/apt,150,3,0,,,1,0
4747,4747,3662091,Beautiful 1 BR - Downtown Union Square,18556644,Heike,Manhattan,East Village,40.73312,-73.99096999999998,Entire home/apt,150,62,0,,,1,358
1843,1843,862890,Private bedroom w/ king size bed + pvt bathroom,4224309,Rachel...You Can Call Me Kaya :),Manhattan,Washington Heights,40.85081,-73.93118,Private room,150,2,3,2019-05-31,0.12,1,248
11545,11545,9509148,Beautiful Condo Prospect Heights,5023498,Kalana,Brooklyn,Crown Heights,40.67682,-73.96178,Entire home/apt,150,3,124,2019-11-30,2.62,1,144
10431,10431,8608243,Boerum Hill Central Downtwn BK Apt!,28781526,Devon,Brooklyn,Downtown Brooklyn,40.68879,-73.98127,Entire home/apt,150,2,77,2019-11-28,1.53,1,46
3220,3220,2091204,Spacious and bright Bedroom,10672341,Emily,Brooklyn,Crown Heights,40.66876,-73.95633000000002,Entire home/apt,150,4,6,2019-05-09,0.09,2,0
28340,28350,23728057,Luxurious Brooklyn Getaway - Two Bedroom Apartment,15681707,Joycelyn,Brooklyn,Crown Heights,40.67363,-73.91385,Entire home/apt,150,2,60,2019-11-18,3.04,3,234
28348,28358,23743988,"PRIVATE CLEAN APARTMENT, NEXT TO CENTRAL PARK!",85572162,Whitney,Manhattan,Upper West Side,40.7943,-73.967,Entire home/apt,150,7,48,2019-10-26,2.35,1,0
10421,10421,8595149,"Prime location, Renovated,Inspiring",45231777,Elena,Manhattan,Upper East Side,40.76517,-73.96665,Entire home/apt,150,2,152,2019-11-10,3.01,1,67
